date,away_team,away_score,home_team,home_score,game_note
2025-08-21,Northwest WA,1,Puget Sound,0,
2025-08-21,Evergreen St,0,Pacific OR,1,
2025-08-22,Bob Jones,0,Furman,5,
2025-08-22,Ark Pine Bluff,2,Lyon,0,
2025-08-23,Pacific OR,3,Corban,0,
2025-08-23,Bellarmine,11,Asbury,0,
2025-08-23,Arizona Chr,2,Caltech,0,
2025-08-24,Northwest WA,0,Pacific OR,1,
2025-08-24,Mt St Joseph,0,N Kentucky,6,
2025-08-25,Spartanburg Meth,0,Bob Jones,0,
2025-08-25,Arizona Chr,0,La Verne,2,
2025-08-25,Huston-Tillot,0,SW Univ TX,6,
2025-08-26,Lewis & Clark,1,Corban,2,
2025-08-26,Marywood,0,Navy,3,
2025-08-26,Midway,2,Berea,2,
2025-08-28,Willamette,1,Bushnell,4,
2025-08-28,Life Pacific,3,Caltech,0,
2025-08-29,SUNY Fredonia,0,Cal Lutheran,1,
2025-08-29,Wartburg,0,Calvin,2,
2025-08-29,Capital,4,Allegheny,1,
2025-08-29,Carroll WI,0,WI LaCrosse,7,
2025-08-29,Carthage,0,Macalester,1,
2025-08-29,Franciscan OH,0,Case Western,7,
2025-08-29,Castleton,1,Plattsburgh St,2,
2025-08-29,Centenary,0,Belhaven MS,5,
2025-08-29,Covenant,1,Centre,3,
2025-08-29,Chapman,2,Pacific OR,1,
2025-08-29,Bluffton,1,Albion,8,
2025-08-29,E Texas Bap,0,Chicago,6,
2025-08-29,PSU-Abington,0,Albright,0,
2025-08-29,Merchant Marine,0,Chris Newport,3,
2025-08-29,Hartford,2,Clarkson,2,
2025-08-29,Westfield St,1,Colby-Sawyer,1,
2025-08-29,Penn Col Tech,3,Alfred,0,
2025-08-29,Salisbury,1,College of NJ,4,
2025-08-29,St Catherine,3,WI Stevens Pt,0,
2025-08-29,Elmhurst,4,Concordia IL,0,
2025-08-29,Cortland St,0,Rochester NY,2,
2025-08-29,Bob Jones,0,Meredith,0,
2025-08-29,Crown MN,0,WI River Falls,3,
2025-08-29,Alma,3,Earlham,0,
2025-08-29,Bryn Mawr,1,Delaware Val,0,
2025-08-29,DePauw,3,Manchester,1,
2025-08-29,Dickinson,0,PSU-Harrisburg,0,
2025-08-29,Wheaton IL,1,Dominican IL,0,
2025-08-29,E Mennonite,0,Greensboro,3,
2025-08-29,Edgewood,0,Central IA,1,
2025-08-29,Elizabethtown,3,Muhlenberg,1,
2025-08-29,Frank & Marsh,2,Catholic,0,
2025-08-29,Geneva,1,Juniata,0,
2025-08-29,Gettysburg,2,Hood,1,
2025-08-29,Grinnell,0,Dubuque,0,
2025-08-29,Grove City,2,Rochester Tech,2,
2025-08-29,Mary Baldwin,0,Guilford,2,
2025-08-29,Hamline,0,WI Stout,1,
2025-08-29,Trine,2,Hanover,0,
2025-08-29,Hardin-Simmons,7,Dallas Univ,1,
2025-08-29,Heidelberg,1,Geneseo St,1,
2025-08-29,Hendrix,0,Williams Bap,1,
2025-08-29,Hiram,1,Adrian,3,
2025-08-29,Milwaukee Eng,0,Hope,3,
2025-08-29,Husson,1,Emerson,4,
2025-08-29,Principia,0,Illinois Col,1,
2025-08-29,Elmira,0,Ithaca,2,
2025-08-29,Johnson TN,0,Asbury,0,
2025-08-29,King's PA,1,Kean,2,
2025-08-29,Knox,0,Millikin,4,
2025-08-29,CS San Bern.,2,La Verne,0,
2025-08-29,Lake Forest,4,Greenville,1,
2025-08-29,Concordia WI,2,Lawrence,2,
2025-08-29,Moravian,0,Lebanon Val,1,
2025-08-29,WI Oshkosh,1,Lewis & Clark,1,
2025-08-29,WI Platteville,2,Augsburg,0,
2025-08-29,Lycoming,2,Utica,1,
2025-08-29,Lyon,7,Arlington Bap,1,
2025-08-29,Augustana IL,0,Marian WI,1,
2025-08-29,Wittenberg,0,Marietta,0,
2025-08-29,Buena Vista,2,Martin Luther,0,
2025-08-29,Concordia TX,0,M Hardin-Baylor,1,
2025-08-29,Randolph-Macon,0,Mary Washington,5,
2025-08-29,Farmingdale,3,Maryville TN,0,
2025-08-29,Regis MA,1,MA Dartmouth,1,
2025-08-29,Averett,2,Pfeiffer,0,
2025-08-29,McDaniel,4,Goucher,0,
2025-08-29,Susquehanna,0,Misericordia,2,
2025-08-29,Wash & Jeff,2,Muskingum,0,
2025-08-29,Endicott,0,Nazareth,2,
2025-08-29,N England Col,1,Anna Maria,0,
2025-08-29,N Central IL,0,Pomona-Pitzer,3,
2025-08-29,NVU-Johnson,0,Norwich,0,
2025-08-29,Ursinus,3,PSU-Berks,2,
2025-08-29,Benedictine IL,1,North Park,5,
2025-08-29,Ramapo,0,FDU Madison,0,
2025-08-29,Redlands,0,Hope Intl,4,
2025-08-29,Berry,4,Agnes Scott,0,
2025-08-29,Ripon,1,WI Lutheran,2,
2025-08-29,Olivet MI,2,Rockford,1,
2025-08-29,St Mary-Woods,0,Rose-Hulman,5,
2025-08-29,Stevenson,4,Rutgers-Camden,1,
2025-08-29,Rutgers-Newark,0,Bard,1,
2025-08-29,Northwestern MN,2,Bethel MN,2,
2025-08-29,St Lawrence,0,SUNY Potsdam,0,
2025-08-29,Neumann,1,St Mary's MD,3,
2025-08-29,WI Eau Claire,0,St Olaf,4,
2025-08-29,Loras,0,St Scholastica,0,
2025-08-29,Pitt-Greensburg,0,St Vincent,4,
2025-08-29,Spalding,1,Sewanee,3,
2025-08-29,Shenandoah,0,Marymount VA,1,
2025-08-29,Brockport St,1,Skidmore,1,
2025-08-29,Rivier,4,S Maine,5,
2025-08-29,SUNY Delhi,0,NJ City,2,
2025-08-29,SUNY Canton,0,Houghton,6,
2025-08-29,Hartwick,0,SUNY Oneonta,0,
2025-08-29,Transylvania,0,Swarthmore,3,
2025-08-29,Thomas ME,0,Elms,1,
2025-08-29,Texas A&M-SA,0,Trinity TX,6,
2025-08-29,Worcester Tech,1,Union NY,0,
2025-08-29,Howard Payne,5,Univ Ozarks,1,
2025-08-29,U New England,2,St Joseph's ME,0,
2025-08-29,Bridgewater MA,1,Brandeis,5,
2025-08-29,Westminster MO,0,Washington StL,8,
2025-08-29,Wayland,2,Austin Col,0,
2025-08-29,Mt Union,1,Waynesburg,2,
2025-08-29,Wentworth Tech,0,Lesley,0,
2025-08-29,Westminster PA,1,Mt Aloysius,1,
2025-08-29,Whitworth,0,Whittier,1,
2025-08-29,Centenary NJ,0,Wm Paterson,3,
2025-08-29,Washington & Lee,3,York PA,0,
2025-08-29,Keuka,0,Buffalo St,5,
2025-08-29,Columbus St,2,Emory,3,
2025-08-29,MA Boston,1,Smith,0,
2025-08-29,St Joseph's LI,1,E Connecticut,1,
2025-08-29,Piedmont,12,Trinity DC,0,
2025-08-29,Suffolk,1,Rensselaer,0,
2025-08-29,Salem MA,1,RI College,0,
2025-08-29,Haverford,0,Arcadia,1,
2025-08-29,Gwynedd-Mercy,4,Valley Forge,0,
2025-08-29,Salem NC,1,J&W NC,2,
2025-08-29,Marywood,4,SUNY Poly,0,
2025-08-29,PSU-Altoona,3,Wilson,3,
2025-08-29,St Benedict,0,VA Wesleyan,3,
2025-08-29,Albertus Magnus,4,Nichols,0,
2025-08-29,SUNY Cobleskill,2,Pitt-Bradford,3,
2025-08-29,Linfield,0,UC Santa Cruz,0,
2025-08-29,Hobart & Smith,8,DeSales,1,
2025-08-29,ME Maritime,2,ME Ft Kent,1,
2025-08-29,NYU,6,Mt St Mary NY,0,
2025-08-29,Drew,3,Manhattanville,0,
2025-08-29,St Thomas TX,1,Pac Lutheran,1,
2025-08-29,Puget Sound,2,SW Univ TX,0,
2025-08-29,Ohio Chr,1,Berea,2,
2025-08-29,Washington MD,1,Widener,0,
2025-08-29,Ohio Wesleyan,0,Mt St Joseph,2,
2025-08-29,Carnegie Mellon,0,Bridgewater VA,1,
2025-08-29,St Joseph CT,0,Fitchburg St,1,
2025-08-29,Monmouth IL,3,Eureka,0,
2025-08-29,Coast Guard,0,Montclair St,2,
2025-08-29,Brooklyn Col,2,SUNY Maritime,4,
2025-08-29,Oberlin,1,Wilmington OH,1,
2025-08-29,Salve Regina,0,Roger Williams,0,
2025-08-29,St Mary's MN,5,MN Morris,0,
2025-08-29,Simpson IA,2,IL Wesleyan,1,
2025-08-29,Claremont M.S.,1,Stevens,1,
2025-08-29,Scranton,1,R Stockton,0,
2025-08-29,Thiel,0,La Roche,4,
2025-08-29,Russell Sage,0,SUNY New Paltz,4,
2025-08-29,Bethany Luth,1,Luther IA,5,
2025-08-29,Gust Adolphus,4,WI Superior,0,
2025-08-30,Milwaukee Eng,1,Calvin,3,
2025-08-30,Coe,0,Augsburg,2,
2025-08-30,Husson,5,Colby-Sawyer,0,
2025-08-30,Chatham,0,Alfred,2,
2025-08-30,College of NJ,0,St Mary's MD,0,
2025-08-30,St Norbert,0,St Catherine,1,
2025-08-30,N Central MN,1,Cornell IA,6,
2025-08-30,Bob Jones,0,NC Wesleyan,0,
2025-08-30,MA Maritime,0,Curry,6,
2025-08-30,Alma,0,Wooster,3,
2025-08-30,Denison,0,Lynchburg,1,
2025-08-30,E Mennonite,0,Methodist,0,
2025-08-30,Edgewood,1,Grinnell,0,
2025-08-30,Lasell,2,Framingham St,2,
2025-08-30,Baldwin-Wallace,0,Geneva,0,
2025-08-30,Grove City,0,Nazareth,2,
2025-08-30,Piedmont,4,Regent,0,
2025-08-30,SUNY Canton,0,Hilbert,3,
2025-08-30,Wartburg,0,Hope,3,
2025-08-30,John Carroll,1,Otterbein,2,
2025-08-30,Old Westbury,0,John Jay,2,
2025-08-30,Johns Hopkins,1,Carleton MN,1,
2025-08-30,Ohio Chr,0,Asbury,5,
2025-08-30,Westminster PA,0,Juniata,1,
2025-08-30,Kean,0,Scranton,4,
2025-08-30,Keene St,4,Rivier,2,
2025-08-30,King's PA,0,R Stockton,3,
2025-08-30,Lake Forest,6,Webster,1,
2025-08-30,Lycoming,8,Buffalo St,3,
2025-08-30,Wheaton IL,2,Aurora,0,
2025-08-30,Bridgewater VA,2,Marietta,0,
2025-08-30,Spalding,0,Maryville TN,1,
2025-08-30,MA Dartmouth,4,Elms,1,
2025-08-30,McMurry,1,Millsaps,0,
2025-08-30,Messiah,3,PSU-Behrend,0,
2025-08-30,Simpson IA,0,Millikin,0,
2025-08-30,MS Women,1,Univ Ozarks,2,
2025-08-30,Waynesburg,4,Mt Aloysius,0,
2025-08-30,Coast Guard,2,Muhlenberg,4,
2025-08-30,ME Presque Isle,0,N England Col,3,
2025-08-30,Wilkes,1,Oswego St,3,
2025-08-30,Berry,4,LaGrange,0,
2025-08-30,Rhodes,3,Roanoke,1,
2025-08-30,Neumann,0,Salisbury,4,
2025-08-30,Farmingdale,0,Sewanee,4,
2025-08-30,St John Fisher,0,Catholic,1,
2025-08-30,Sul Ross,0,TX Lutheran,5,
2025-08-30,Brockport St,3,SUNY Oneonta,0,
2025-08-30,Plymouth St,3,Thomas ME,0,
2025-08-30,Sarah Lawrence,0,Vassar,2,
2025-08-30,Evergreen St,0,Whitman,5,
2025-08-30,Le Tourneau,5,Central Bap,0,
2025-08-30,NE Wesleyan,0,Concordia NE,4,
2025-08-30,Johnson TN,5,Berea,0,
2025-08-30,Patrick Henry,0,Sweet Briar,1,
2025-08-30,Kenyon,2,Bethany WV,0,
2025-08-30,Clark MA,6,Nichols,0,
2025-08-30,Emmanuel MA,5,W Connecticut,0,
2025-08-30,Morrisville St,3,SUNY Poly,3,
2025-08-30,Simmons,0,Wellesley,5,
2025-08-30,Keystone,0,Alfred St,13,
2025-08-30,Beloit,0,Kalamazoo,4,
2025-08-30,PSU-Abington,0,Eastern Univ,2,
2025-08-30,Endicott,1,Rochester Tech,2,
2025-08-30,Wittenberg,0,Carnegie Mellon,3,
2025-08-30,Worcester Tech,2,W New England,0,
2025-08-30,Lancaster Bib,0,Houghton,4,
2025-08-30,Carlow,3,Thiel,1,
2025-08-30,MIT,2,Gordon,0,
2025-08-30,Cedar Crest,0,PSU-Altoona,3,
2025-08-31,Whitworth,1,Cal Lutheran,1,
2025-08-31,Carthage,1,Carleton MN,5,
2025-08-31,Allegheny,0,Case Western,6,
2025-08-31,Col of Idaho,3,Whitman,2,
2025-08-31,KY Wesleyan,2,Centre,4,
2025-08-31,Chapman,3,Lewis & Clark,0,
2025-08-31,MI Dearborn,0,Albion,5,
2025-08-31,Chicago,1,UC Santa Cruz,0,
2025-08-31,Coe,2,Hamline,3,
2025-08-31,Penn Col Tech,2,Alfred St,0,
2025-08-31,WI Stevens Pt,2,Concordia IL,0,
2025-08-31,Arcadia,0,Cortland St,1,
2025-08-31,Immaculata,1,Alvernia,1,
2025-08-31,RI College,3,Dean,0,
2025-08-31,Delaware Val,0,Ursinus,5,
2025-08-31,Denison,2,Roanoke,0,
2025-08-31,Earlham,0,Wooster,3,
2025-08-31,Linfield,2,E Texas Bap,2,
2025-08-31,Elmhurst,10,Rockford,0,
2025-08-31,Guilford,7,Carolina Univ,0,
2025-08-31,Wilmington OH,0,Hanover,6,
2025-08-31,Heidelberg,0,Ithaca,1,
2025-08-31,MS Women,0,Hendrix,3,
2025-08-31,SUNY New Paltz,0,Hobart & Smith,3,
2025-08-31,Illinois Col,5,NE Wesleyan,4,
2025-08-31,John Carroll,1,PSU-Behrend,1,
2025-08-31,Johns Hopkins,3,St Olaf,0,
2025-08-31,J&W RI,1,Montclair St,1,
2025-08-31,Kenyon,2,Baldwin-Wallace,0,
2025-08-31,Lawrence,5,Lakeland,0,
2025-08-31,Marian WI,5,Ripon,0,
2025-08-31,WI Lutheran,4,Martin Luther,0,
2025-08-31,Puget Sound,1,M Hardin-Baylor,1,
2025-08-31,Ohio Wesleyan,1,Adrian,0,
2025-08-31,Rutgers-Camden,0,McDaniel,0,
2025-08-31,Otterbein,0,Messiah,1,
2025-08-31,Misericordia,2,Washington MD,0,
2025-08-31,Anna Maria,0,Mt Holyoke,4,
2025-08-31,St Vincent,3,Muskingum,0,
2025-08-31,N Central IL,2,Redlands,0,
2025-08-31,North Park,0,IL Tech,3,
2025-08-31,Pacific OR,2,Bushnell,0,
2025-08-31,SUNY Fredonia,2,Occidental,3,
2025-08-31,Agnes Scott,1,Oglethorpe,4,
2025-08-31,Pac Lutheran,1,Trinity TX,1,
2025-08-31,PSU-Berks,0,York PA,4,
2025-08-31,Plattsburgh St,0,Rensselaer,1,
2025-08-31,Rhodes,0,Lynchburg,0,
2025-08-31,Ohio Northern,1,Rose-Hulman,0,
2025-08-31,SUNY Delhi,1,Rutgers-Newark,2,
2025-08-31,Hartford,1,St Lawrence,0,
2025-08-31,Luther IA,1,St Scholastica,0,
2025-08-31,Schreiner,3,Univ of Southwest,0,
2025-08-31,Haverford,1,Susquehanna,0,
2025-08-31,Washington & Lee,0,Swarthmore,1,
2025-08-31,Worcester St,2,U New England,1,
2025-08-31,Vassar,4,Mt St Mary NY,0,
2025-08-31,Merchant Marine,0,VA Wesleyan,4,
2025-08-31,Albertus Magnus,1,Wentworth Tech,2,
2025-08-31,George Fox,0,Whittier,1,
2025-08-31,WI Oshkosh,1,Willamette,0,
2025-08-31,WI Eau Claire,1,Central IA,2,
2025-08-31,St Norbert,1,WI River Falls,4,
2025-08-31,Gust Adolphus,1,WI Stout,1,
2025-08-31,Yeshiva,1,Mitchell,9,
2025-08-31,Hesston,1,Buena Vista,2,
2025-08-31,Waldorf,2,Eureka,1,
2025-08-31,NJ City,3,Bard,1,
2025-08-31,Paul Smith's,0,NVU-Johnson,8,
2025-08-31,ME Presque Isle,0,ME Augusta,1,
2025-08-31,PSU-Harrisburg,0,Mary Washington,1,
2025-08-31,Claremont M.S.,2,NYU,0,
2025-08-31,Transylvania,0,Widener,3,
2025-08-31,Notre Dame MD,0,Bryn Mawr,6,
2025-08-31,Springfield,2,Stevens,3,
2025-08-31,Anderson IN,3,Olivet MI,0,
2025-08-31,Meredith,2,Piedmont,4,
2025-08-31,Regis MA,0,Wheaton MA,2,
2025-08-31,Goucher,1,Marywood,10,
2025-08-31,St Mary's IN,2,Franklin,0,
2025-08-31,St Benedict,0,Chris Newport,2,
2025-08-31,Mt St Vincent,2,FDU Madison,1,
2025-08-31,Westfield St,1,Emerson,6,
2025-08-31,Howard Payne,4,Centenary,0,
2025-09-01,Trine,3,Capital,0,
2025-09-01,Concordia Mhd,0,MN Morris,0,
2025-09-01,S Wesleyan,1,Bob Jones,0,
2025-09-01,Greenville,1,DePauw,2,
2025-09-01,Roger Williams,6,Keene St,1,
2025-09-01,Knox,0,Webster,2,
2025-09-01,George Fox,0,La Verne,0,
2025-09-01,Randolph Col,0,Mary Baldwin,1,
2025-09-01,Salem NC,3,Averett,3,
2025-09-01,Piedmont,1,NC Wesleyan,0,
2025-09-01,Bethel MN,0,WI Whitewater,1,
2025-09-01,Defiance,0,Bluffton,5,
2025-09-01,Pitt-Greensburg,4,Oberlin,0,
2025-09-01,Gwynedd-Mercy,0,Wilson,1,
2025-09-01,Arlington Bap,0,Dallas Univ,8,
2025-09-01,SW Univ TX,2,Concordia TX,1,
2025-09-01,WI Platteville,1,St Mary's MN,2,
2025-09-01,Paul Smith's,8,NVU-Lyndon,0,
2025-09-02,Dubuque,1,Carroll WI,1,
2025-09-02,Alfred,1,Geneva,0,
2025-09-02,Covenant,1,Oglethorpe,3,
2025-09-02,Curry,6,Dean,1,
2025-09-02,Worcester Tech,0,Amherst,1,
2025-09-02,Elizabethtown,1,Frank & Marsh,5,
2025-09-02,Williams,2,Hamilton,0,
2025-09-02,Houghton,4,Hilbert,0,
2025-09-02,John Jay,2,Pratt Inst,0,
2025-09-02,Lycoming,5,Keuka,0,
2025-09-02,Marietta,1,Wash & Jeff,0,
2025-09-02,Suffolk,1,MA Dartmouth,0,
2025-09-02,Brandeis,0,Babson,0,
2025-09-02,Middlebury,7,Plymouth St,0,
2025-09-02,Monmouth IL,0,Millikin,6,
2025-09-02,Oswego St,1,Geneseo St,1,
2025-09-02,St Joseph's LI,1,Ramapo,2,
2025-09-02,Carlow,0,PSU-Mont Alto,1,
2025-09-02,St Mary-Woods,0,Anderson IN,2,
2025-09-02,Utica,7,SUNY Canton,0,
2025-09-02,Smith,0,Union NY,1,
2025-09-02,Washington StL,6,IL Wesleyan,0,
2025-09-02,MA Col Lib Arts,0,Wentworth Tech,4,
2025-09-02,W Woods,0,Westminster MO,1,
2025-09-02,WI Superior,0,WI LaCrosse,6,
2025-09-02,Yeshiva,0,Mt St Mary NY,20,
2025-09-02,Dakota Wesleyan,0,Buena Vista,0,
2025-09-02,Blackburn,1,UHSP,8,
2025-09-02,Manhattanville,2,NJ City,4,
2025-09-02,N Central MN,1,Faith Bap,0,
2025-09-02,Morrisville St,0,Hartwick,3,
2025-09-02,W Connecticut,2,Rivier,2,
2025-09-02,MIT,6,Lesley,0,
2025-09-02,Emmanuel MA,1,CT College,2,
2025-09-02,Alice Lloyd,0,Brevard,20,
2025-09-02,Trinity Jax,4,Wesleyan GA,1,
2025-09-03,Capital,1,Albion,0,
2025-09-03,Carthage,2,Concordia IL,0,
2025-09-03,Case Western,6,John Carroll,0,
2025-09-03,Castleton,1,Norwich,2,
2025-09-03,Plattsburgh St,0,Clarkson,1,
2025-09-03,St Catherine,5,WI Stout,1,
2025-09-03,Allegheny,1,Baldwin-Wallace,1,
2025-09-03,Cornell IA,0,Edgewood,2,
2025-09-03,Bob Jones,0,Greensboro,0,
2025-09-03,Macalester,8,Crown MN,0,
2025-09-03,Alma,3,IN S Bend,1,
2025-09-03,Lebanon Val,1,Alvernia,0,
2025-09-03,Neumann,1,Delaware Val,1,
2025-09-03,Franklin,0,DePauw,2,
2025-09-03,DeSales,1,Muhlenberg,2,
2025-09-03,Dickinson,4,Juniata,0,
2025-09-03,North Park,1,Dominican IL,2,
2025-09-03,Earlham,5,Olivet MI,0,
2025-09-03,Evangel,4,Univ Ozarks,0,
2025-09-03,Clark MA,10,Framingham St,0,
2025-09-03,Franciscan OH,1,Ohio Wesleyan,2,
2025-09-03,Gettysburg,0,York PA,1,
2025-09-03,Methodist,1,Guilford,1,
2025-09-03,Regent,1,Sweet Briar,3,
2025-09-03,Central IA,2,Hamline,2,
2025-09-03,Hiram,0,Muskingum,1,
2025-09-03,St Mary's MD,1,Hood,0,
2025-09-03,Millsaps,3,Huntingdon,1,
2025-09-03,Bates,2,Husson,1,
2025-09-03,Illinois Col,0,Augustana IL,0,
2025-09-03,Messiah,1,Johns Hopkins,0,
2025-09-03,J&W RI,5,Bridgewater MA,2,
2025-09-03,Kentucky Chr,0,Asbury,6,
2025-09-03,FDU Madison,1,Kean,2,
2025-09-03,Keene St,0,Salem MA,1,
2025-09-03,Thiel,0,Kenyon,9,
2025-09-03,King's PA,1,Elmira,0,
2025-09-03,Aurora,1,Lake Forest,4,
2025-09-03,Lakeland,1,Ripon,1,
2025-09-03,Manchester,0,Adrian,3,
2025-09-03,Beloit,0,Marian WI,1,
2025-09-03,Martin Luther,5,MN Morris,3,
2025-09-03,Mary Washington,3,S Virginia,1,
2025-09-03,McDaniel,3,Randolph-Macon,1,
2025-09-03,Moravian,0,Misericordia,4,
2025-09-03,Rhodes,1,MS Women,0,
2025-09-03,Penn Col Tech,0,Mt Aloysius,0,
2025-09-03,Mt Holyoke,0,Albertus Magnus,1,
2025-09-03,N Central IL,0,IL Tech,1,
2025-09-03,PSU-Schuylkill,1,Valley Forge,3,
2025-09-03,Elmhurst,1,Benedictine IL,0,
2025-09-03,Berry,1,Emory,2,
2025-09-03,St Lawrence,0,Rochester NY,0,
2025-09-03,Rutgers-Camden,0,Swarthmore,0,
2025-09-03,Rutgers-Newark,0,Eastern Univ,1,
2025-09-03,St Olaf,3,Wartburg,0,
2025-09-03,Washington MD,1,Salisbury,1,
2025-09-03,Stevenson,1,Shenandoah,1,
2025-09-03,ME Ft Kent,0,S Maine,5,
2025-09-03,Buffalo St,0,St John Fisher,3,
2025-09-03,Bluffton,0,Wooster,3,
2025-09-03,SUNY Potsdam,1,SUNY Poly,0,
2025-09-03,Susquehanna,1,PSU-Harrisburg,4,
2025-09-03,Thomas ME,1,Bowdoin,9,
2025-09-03,U New England,1,Westfield St,0,
2025-09-03,La Roche,0,Waynesburg,8,
2025-09-03,Wilkes,1,Wm Paterson,0,
2025-09-03,WI Stevens Pt,2,St Norbert,0,
2025-09-03,WI Whitewater,1,Luther IA,1,
2025-09-03,Wheaton MA,0,Worcester St,2,
2025-09-03,St Elizabeth,0,Brooklyn Col,2,
2025-09-03,LaGrange,1,Point,7,
2025-09-03,Nichols,0,Russell Sage,1,
2025-09-03,Salve Regina,0,RI College,2,
2025-09-03,Marymount VA,5,Goucher,0,
2025-09-03,Catholic,0,Bridgewater VA,2,
2025-09-03,Springfield,0,W New England,2,
2025-09-03,Endicott,0,Wellesley,1,
2025-09-03,Lancaster Bib,2,Marywood,0,
2025-09-03,Rowan,3,Albright,0,
2025-09-03,ME Augusta,0,ME Farmington,11,
2025-09-03,Cedar Crest,0,Bryn Mawr,3,
2025-09-03,Gwynedd-Mercy,0,PSU-Abington,1,
2025-09-03,Columbia SC,4,Peace,0,
2025-09-03,Kalamazoo,2,Oberlin,0,
2025-09-03,Gust Adolphus,3,Bethany Luth,0,
2025-09-03,Anna Maria,0,Trinity CT,7,
2025-09-03,Le Tourneau,0,Belhaven MS,0,
2025-09-03,Drew,1,R Stockton,1,
2025-09-03,St Joseph CT,0,E Connecticut,4,
2025-09-03,City Col NY,1,Sarah Lawrence,5,
2025-09-03,Wittenberg,2,Ohio Northern,2,
2025-09-03,Coast Guard,1,MA Boston,4,
2025-09-03,Simmons,3,MA Maritime,0,
2025-09-03,Spalding,0,Wilmington OH,2,
2025-09-03,Chatham,0,Mt Union,2,
2025-09-03,Fitchburg St,1,Elms,2,
2025-09-03,Centenary NJ,2,Cairn,2,
2025-09-03,Gordon,5,Regis MA,0,
2025-09-03,Providence GF,1,Caltech,1,
2025-09-03,Eureka,4,Andrews,0,
2025-09-04,McMurry,0,Hardin-Simmons,2,
2025-09-04,Central Bap,1,Hendrix,3,
2025-09-04,Luther IA,7,Rockford,0,
2025-09-04,Yeshiva,0,Farmingdale,11,
2025-09-04,SUNY Potsdam,1,NVU-Johnson,0,
2025-09-04,Stanton,0,Whittier,2,
2025-09-04,LaGrange,0,Warren Wilson,0,
2025-09-04,Concordia TX,0,Howard Payne,4,
2025-09-04,N Central MN,1,St Mary's IN,5,
2025-09-05,Cal Lutheran,1,Pac Lutheran,0,
2025-09-05,Calvin,0,Washington StL,2,
2025-09-05,Milwaukee Eng,1,Chapman,1,
2025-09-05,M Hardin-Baylor,0,Chris Newport,1,
2025-09-05,Dubuque,4,Concordia IL,0,
2025-09-05,Northwestern MN,1,Concordia Mhd,0,
2025-09-05,Cortland St,1,Worcester Tech,1,
2025-09-05,Covenant,0,Rhodes,5,
2025-09-05,Baldwin-Wallace,1,Denison,5,
2025-09-05,Grinnell,0,St Mary's MN,2,
2025-09-05,North American,0,Schreiner,8,
2025-09-05,Harris-Stowe,0,Greenville,2,
2025-09-05,Hope,0,Carleton MN,3,
2025-09-05,John Carroll,1,Maryville TN,0,
2025-09-05,Lawrence,0,WI LaCrosse,5,
2025-09-05,Curry,1,MA Dartmouth,2,
2025-09-05,Oglethorpe,2,Piedmont,0,
2025-09-05,Keuka,0,Oswego St,4,
2025-09-05,Redlands,2,Willamette,2,
2025-09-05,Meredith,0,Roanoke,2,
2025-09-05,St Scholastica,0,WI Platteville,1,
2025-09-05,PSU-Mont Alto,7,Trinity DC,0,
2025-09-05,Utica,2,SUNY Fredonia,2,
2025-09-05,Trinity TX,3,Dallas Univ,0,
2025-09-05,Mt St Joseph,0,VA Wesleyan,2,
2025-09-05,Warner Pacific,2,Linfield,5,
2025-09-05,Wash & Jeff,2,La Roche,0,
2025-09-05,WI Eau Claire,1,Wheaton IL,1,
2025-09-05,Berea,2,Kentucky Chr,0,
2025-09-05,Wiley,2,Centenary,1,
2025-09-05,St Thomas TX,0,E Texas Bap,1,
2025-09-05,Bethany WV,1,PSU-Altoona,2,
2025-09-05,Trine,0,Rochester Tech,0,
2025-09-05,Agnes Scott,4,Warren Wilson,2,
2025-09-05,SUNY Cobleskill,2,Morrisville St,5,
2025-09-05,NJ City,0,Lynchburg,2,
2025-09-05,J&W NC,0,E Mennonite,3,
2025-09-05,Pomona-Pitzer,1,Puget Sound,0,
2025-09-05,Belhaven MS,0,SW Univ TX,1,
2025-09-05,UC Santa Cruz,3,Pacific OR,0,
2025-09-05,Life Pacific,0,Claremont M.S.,2,
2025-09-05,Crown MN,4,Faith Bap,2,
2025-09-05,N Central MN,1,Grace Chr,4,
2025-09-05,Simpson IA,1,Macalester,0,
2025-09-06,Calvin,1,Greenville,0,
2025-09-06,Edgewood,0,Carroll WI,0,
2025-09-06,Concordia WI,0,Carthage,0,
2025-09-06,Case Western,6,Grove City,0,
2025-09-06,Earlham,0,Albion,3,
2025-09-06,Albright,0,Juniata,0,
2025-09-06,Clarkson,1,Rochester NY,1,
2025-09-06,Crown MN,1,Coe,1,
2025-09-06,Bowdoin,0,Colby,1,
2025-09-06,Colby-Sawyer,3,Dean,2,
2025-09-06,Alfred,4,Hilbert,1,
2025-09-06,NYU,4,College of NJ,2,
2025-09-06,WI River Falls,0,St Catherine,4,
2025-09-06,Alfred St,1,PSU-Berks,2,
2025-09-06,Marietta,1,Allegheny,1,
2025-09-06,Amherst,3,CT College,0,
2025-09-06,Covenant,0,John Carroll,2,
2025-09-06,Erskine,1,Bob Jones,1,
2025-09-06,Grace Chr,0,Alma,3,
2025-09-06,Wilkes,1,Alvernia,0,
2025-09-06,Delaware Val,0,Susquehanna,4,
2025-09-06,DeSales,0,Coast Guard,2,
2025-09-06,Bridgewater VA,0,Dickinson,2,
2025-09-06,Dominican IL,0,N Central IL,1,
