date,away_team,away_score,home_team,home_score,game_note
2024-09-21,Wellesley College,1,Worcester Polytechnic Institute,4,
2024-09-21,Brooklyn College,4,University of Valley Forge,0,
2024-09-21,Fitchburg State University,1,Salem State University,0,
2024-09-21,Macalester College,1,Gustavus Adolphus College,0,
2024-09-21,John Carroll University,1,Mount St. Joseph University,2,
2024-09-21,California Institute of Technology,0,Pomona-Pitzer Colleges,3,
2024-09-21,State University of New York at Potsdam,4,VTSU-Johnson,1,
2024-09-21,Plymouth State University,3,University of Massachusetts Boston,8,
2024-09-21,Salisbury University,1,Catholic University,0,
2024-09-21,Sewanee,0,Belhaven University,1,
2024-09-21,University of Wisconsin-Oshkosh,0,University of Dubuque,0,
2024-09-21,Central College (Iowa),2,University of Wisconsin-River Falls,1,
2024-09-21,Spalding University,2,Anderson University (Indiana),0,
2024-09-21,Keystone College,0,"University of Pittsburgh, Bradford",9,
2024-09-21,Bethany College (West Virginia),1,Wilmington College (Ohio),1,
2024-09-21,Concordia University Texas,0,Howard Payne University,1,
2024-09-21,Centenary College (Louisiana),0,LeTourneau University,2,
2024-09-21,Lesley University,6,University of Maine at Presque Isle,1,
2024-09-21,Augustana College (Illinois),7,Cornell College,0,
2024-09-21,The College of Wooster,3,Rochester Institute of Technology,0,
2024-09-21,Waynesburg University,4,Mount Aloysius College,0,
2024-09-22,Carnegie Mellon University,3,Baldwin Wallace University,1,
2024-09-22,Coe College,4,Knox College,0,
2024-09-22,Illinois Wesleyan University,3,Dominican University (Illinois),3,
2024-09-22,Hollins University,1,Agnes Scott College,2,
2024-09-22,Central College (Iowa),3,Illinois College,0,
2024-09-22,Brandeis University,2,Johnson & Wales University (Providence),1,
2024-09-22,Beloit College,0,Kalamazoo College,4,
2024-09-22,Mount Mary,1,Blackburn College,1,
2024-09-22,Ohio Wesleyan University,4,Alma College,0,
2024-09-22,Whitworth University,1,Pacific University (Oregon),0,
2024-09-22,Buena Vista University,0,Ripon College,2,
2024-09-22,Centre College,4,Roanoke College,0,
2024-09-22,Wartburg College,2,University of Wisconsin-Stevens Point,1,
2024-09-22,Wesleyan University (Connecticut),2,Middlebury College,2,
2024-09-22,Rhodes College,5,Westminster College (Missouri),1,
2024-09-22,University of Puget Sound,1,Willamette University,1,
2024-09-22,Whitman College,1,George Fox University,0,
2024-09-22,State University of New York at Morrisville,0,Hamilton College,8,
2024-09-22,University of Lynchburg,1,Emory University,2,
2024-09-22,Pacific Lutheran University,2,Linfield University,0,
2024-09-22,La Roche University,2,Pennsylvania College of Technology,7,
2024-09-22,Luther College,1,College of Saint Benedict,1,
2024-09-22,Trinity College (Connecticut),4,State University of New York at Oneonta,1,
2024-09-22,Virginia Wesleyan University,0,Trinity University (Texas),1,
2024-09-22,"Purchase College, State University of New York",8,Yeshiva University,0,
2024-09-22,North Central College,6,University of Wisconsin-La Crosse,7,
2024-09-22,Elms College,0,Lesley University,4,
2024-09-22,Mississippi University for Women,1,University of St. Thomas (Texas),3,
2024-09-23,Calvin University,0,Washington University in St. Louis,0,
2024-09-23,Lake Forest College,3,St. Norbert College,0,
2024-09-23,Loras College,1,Carleton College,0,
2024-09-23,Bates College,2,Maine Maritime Academy,0,
2024-09-23,Berry College,1,Maryville College (Tennessee),1,
2024-09-23,U.S. Merchant Marine Academy,0,William Paterson University of New Jersey,0,
2024-09-23,Kean University,0,Alvernia University,1,
2024-09-23,Texas Lutheran University,0,University of Mary Hardin-Baylor,1,
2024-09-23,Sewanee,3,Piedmont University,0,
2024-09-23,New York University,1,Sarah Lawrence College,0,
2024-09-23,York College (New York),11,Medgar Evers College,0,
2024-09-23,Lasell University,2,Saint Joseph's College (Maine),1,
2024-09-24,Wellesley College,1,Curry College,0,
2024-09-24,Carroll University (Wisconsin),1,Beloit College,0,
2024-09-24,University of Chicago,6,North Park University,3,
2024-09-24,Nazareth University,1,Alfred University,1,
2024-09-24,"University of Minnesota, Morris",2,Crown College (Minnesota),2,
2024-09-24,Denison University,1,Ohio Northern University,1,
2024-09-24,Amherst College,1,Springfield College,1,
2024-09-24,"Penn State University, Abington",2,Eastern University,3,
2024-09-24,Elmhurst University,5,The University of Olivet,1,
2024-09-24,Meredith College,0,Ferrum College,1,
2024-09-24,Methodist University,2,Greensboro College,0,
2024-09-24,Hanover College,5,Spalding University,1,
2024-09-24,Houghton University,1,Alfred State College,0,
2024-09-24,Kalamazoo College,3,Augustana College (Illinois),1,
2024-09-24,Penn State Harrisburg,3,Lycoming College,3,
2024-09-24,Bethany Lutheran College,7,Martin Luther College,2,
2024-09-24,Millsaps College,1,Mississippi University for Women,1,
2024-09-24,Mount Mary,2,Maranatha Baptist University,6,
2024-09-24,University of Northwestern-St. Paul,0,University of Wisconsin-Superior,2,
2024-09-24,University of the Ozarks (Arkansas),0,Rhodes College,6,
2024-09-24,St. Lawrence University,1,Union College (New York),1,
2024-09-24,Immaculata University,2,Albright College,1,
2024-09-24,Drew University,1,"Fairleigh Dickinson University, Florham",0,
2024-09-24,Eastern Connecticut State University,1,Connecticut College,2,
2024-09-24,Rockford University,0,Edgewood University,2,
2024-09-24,"Rutgers, The State Univ. of New Jersey, Camden",2,Arcadia University,0,
2024-09-24,LaGrange College,1,Oglethorpe University,2,
2024-09-24,Goucher College,2,Lancaster Bible College,2,
2024-09-24,Lehman College,3,Pratt Institute,2,
2024-09-24,University of Maine at Presque Isle,1,"University of Maine, Farmington",1,
2024-09-24,Stevenson University,1,Randolph-Macon College,1,
2024-09-24,Salem College (North Carolina),2,Southern Virginia University,4,
2024-09-24,Smith College,0,Westfield State University,3,
2024-09-24,New Jersey City University,8,Centenary University (New Jersey),0,
2024-09-24,State University of New York at Morrisville,1,State University of New York at Delhi,2,
2024-09-25,The College of New Jersey,4,Susquehanna University,0,
2024-09-25,California Lutheran University,1,Chapman University,0,
2024-09-25,Capital University,1,Mount St. Joseph University,1,
2024-09-25,Carthage College,2,University of Wisconsin-Stevens Point,2,
2024-09-25,"Pennsylvania State Univ. Erie, the Behrend College",1,Case Western Reserve University,2,
2024-09-25,Earlham College,2,Albion College,2,
2024-09-25,Skidmore College,2,Clarkson University,1,
2024-09-25,Colby-Sawyer College,3,New England College,2,
2024-09-25,University of Wisconsin-River Falls,2,St. Catherine University,2,
2024-09-25,Concordia University Chicago,4,Aurora University,1,
2024-09-25,Chatham University,1,Allegheny College,3,
2024-09-25,Neumann University,2,Delaware Valley University,3,
2024-09-25,DeSales University,0,Elizabethtown College,3,
2024-09-25,Dickinson College,1,Johns Hopkins University,4,
2024-09-25,Bridgewater College (Virginia),6,Eastern Mennonite University,0,
2024-09-25,Russell Sage College,2,Elmira College,1,
2024-09-25,"University of Massachusetts, Dartmouth",2,Framingham State University,0,
2024-09-25,Franciscan University of Steubenville,1,Saint Vincent College,5,
2024-09-25,Washington and Jefferson College,2,Geneva College,1,
2024-09-25,Millikin University,2,Greenville University,0,
2024-09-25,Hamline University,0,Luther College,0,
2024-09-25,Heidelberg University,1,Oberlin College,0,
2024-09-25,Hobart and William Smith Colleges,2,Rochester Institute of Technology,1,
2024-09-25,Shenandoah University,2,Hood College,0,
2024-09-25,Illinois Wesleyan University,2,Hope College,6,
2024-09-25,Husson University,9,Thomas College,0,
2024-09-25,Albertus Magnus College,0,Johnson & Wales University (Providence),4,
2024-09-25,Asbury University,0,Centre College,3,
2024-09-25,Keene State College,0,Western New England University,2,
2024-09-25,Knox College,0,University of Dubuque,5,
2024-09-25,University of La Verne,1,Whittier College,2,
2024-09-25,Lakeland University,0,Milwaukee School of Engineering,6,
2024-09-25,Ursinus College,0,Lebanon Valley College,1,
2024-09-25,University of Wisconsin-Stout,0,Augsburg University,2,
2024-09-25,University of Scranton,0,Misericordia University,0,
2024-09-25,The College of Wooster,1,Baldwin Wallace University,0,
2024-09-25,Montclair State University,0,Moravian University,0,
2024-09-25,Muhlenberg College,1,Swarthmore College,4,
2024-09-25,Randolph College,3,North Carolina Wesleyan University,2,
2024-09-25,Norwich University,2,Plymouth State University,1,
2024-09-25,Notre Dame of Maryland University,0,Mount Aloysius College,5,
2024-09-25,Otterbein University,1,Wittenberg University,1,
2024-09-25,University of Redlands,1,Claremont McKenna-Harvey Mudd-Scripps Colleges,8,
2024-09-25,State University of New York at Geneseo,0,University of Rochester,1,
2024-09-25,Rowan University,3,Stevens Institute of Technology,3,
2024-09-25,York College (Pennsylvania),2,Salisbury University,1,
2024-09-25,University of Mount Saint Vincent,0,Farmingdale State College,0,
2024-09-25,Anderson University (Indiana),1,Trine University,3,
2024-09-25,Massachusetts Institute of Technology,0,Tufts University,2,
2024-09-25,University of New England,3,Emerson College,0,
2024-09-25,St. John Fisher University,2,Utica University,0,
2024-09-25,Brandeis University,1,Lesley University,0,
2024-09-25,Vassar College,10,Bard College,0,
2024-09-25,Wartburg College,2,University of Wisconsin-Eau Claire,1,
2024-09-25,Bryn Mawr College,0,Washington College (Maryland),1,
2024-09-25,Webster University,0,Washington University in St. Louis,3,
2024-09-25,Fitchburg State University,1,Wentworth Institute of Technology,1,
2024-09-25,Western Connecticut State University,0,Wesleyan University (Connecticut),1,
2024-09-25,Roger Williams University,2,Bridgewater State University,1,
2024-09-25,Westminster College (Missouri),6,Monmouth College (Illinois),0,
2024-09-25,Waynesburg University,0,Westminster College (Pennsylvania),1,
2024-09-25,University of Wisconsin-Whitewater,4,Wheaton College (Illinois),1,
2024-09-25,Whitworth University,1,Whitman College,0,
2024-09-25,Widener University,1,Wilkes University,0,
2024-09-25,Wisconsin Lutheran College,1,Concordia University Wisconsin,2,
2024-09-25,Hilbert College,0,State University of New York at Brockport,3,
2024-09-25,Nebraska Wesleyan University,1,Buena Vista University,0,
2024-09-25,"Rutgers, The State Univ. of New Jersey, Newark",6,The City College of New York,1,
2024-09-25,Penn State Berks College,1,Alvernia University,0,
2024-09-25,Mitchell College,0,Dean College,3,
2024-09-25,Elms College,0,Emmanuel College (Massachusetts),5,
2024-09-25,Haverford College,3,Franklin & Marshall College,3,
2024-09-25,McDaniel College,2,Gettysburg College,1,
2024-09-25,Salem State University,1,Gordon College,4,
2024-09-25,Hiram College,1,Saint Mary's College (Indiana),3,
2024-09-25,John Carroll University,5,"University of Pittsburgh, Greensburg",1,
2024-09-25,Kean University,8,Brooklyn College,0,
2024-09-25,University of Mary Washington,0,University of Lynchburg,1,
2024-09-25,Marian University (Wisconsin),3,St. Norbert College,1,
2024-09-25,Marymount University (Virginia),0,St. Mary's College of Maryland,1,
2024-09-25,Vermont State University Castleton,0,Middlebury College,5,
2024-09-25,Mount Saint Mary College (New York),4,"Purchase College, State University of New York",0,
2024-09-25,Pomona-Pitzer Colleges,2,Occidental College,0,
2024-09-25,Pacific Lutheran University,1,University of Puget Sound,0,
2024-09-25,Saint Joseph's College (Maine),1,Regis College (Massachusetts),3,
2024-09-25,Rivier University,2,Anna Maria College,0,
2024-09-25,Worcester State University,1,Clark University (Massachusetts),0,
2024-09-25,University of Massachusetts Boston,1,Worcester Polytechnic Institute,1,
2024-09-25,U.S. Merchant Marine Academy,10,Yeshiva University,0,
2024-09-25,Grove City College,2,Bethany College (West Virginia),0,
2024-09-25,Saint Mary's University of Minnesota,2,Gustavus Adolphus College,1,
2024-09-25,State University of New York Polytechnic Institute,2,Hartwick College,5,
2024-09-25,Benedictine University (Illinois),0,Dominican University (Illinois),5,
2024-09-25,"St. Joseph's University, New York L.I.",2,Manhattanville University,0,
2024-09-25,Cairn University,0,Marywood University,3,
2024-09-25,State University of New York at Old Westbury,2,State University of New York Maritime College,1,
2024-09-25,Trinity Washington University,0,Sweet Briar College,4,
2024-09-25,Wheaton College (Massachusetts),0,Endicott College,1,
2024-09-25,University of Wisconsin-Platteville,3,Central College (Iowa),2,
2024-09-25,Lasell University,2,University of Saint Joseph (Connecticut),2,
2024-09-25,Sarah Lawrence College,8,St. Joseph's University NY (Brooklyn),0,
2024-09-25,Cedar Crest College,4,York College (New York),0,
2024-09-25,Plattsburgh State University of New York,0,Rensselaer Polytechnic Institute,1,
2024-09-26,University of Mary Hardin-Baylor,3,Concordia University Texas,1,
2024-09-26,Elmhurst University,2,Cornell College,0,
2024-09-26,East Texas Baptist University,1,Howard Payne University,0,
2024-09-26,University of Mount Union,0,Adrian College,2,
2024-09-26,LeTourneau University,0,Hardin-Simmons University,8,
2024-09-26,New York University,8,John Jay College of Criminal Justice,1,
2024-09-27,Kenyon College,0,Carnegie Mellon University,5,
2024-09-27,University of Wisconsin-La Crosse,1,Christopher Newport University,3,
2024-09-27,Curry College,1,Endicott College,3,
2024-09-27,Washington and Jefferson College,0,Denison University,2,
2024-09-27,Hendrix College,4,University of the Ozarks (Arkansas),0,
2024-09-27,Hope College,1,Ohio Wesleyan University,0,
2024-09-27,Mississippi University for Women,0,Spalding University,3,
2024-09-27,Thiel College,1,Saint Vincent College,7,
2024-09-27,U.S. Coast Guard Academy,0,Babson College,0,
2024-09-27,Neumann University,0,"Fairleigh Dickinson University, Florham",2,
2024-09-27,Ithaca College,1,University of Rochester,1,
2024-09-27,"University of Maine, Farmington",1,Lesley University,0,
2024-09-27,Keuka College,1,Nazareth University,3,
2024-09-27,"Rutgers, The State Univ. of New Jersey, Camden",1,Ramapo College,0,
2024-09-27,Yeshiva University,0,Manhattanville University,17,
2024-09-27,State University of New York Maritime College,0,University of Mount Saint Vincent,10,
2024-09-27,Texas Lutheran University,3,Southwestern University (Texas),1,
2024-09-28,Anna Maria College,0,Colby-Sawyer College,0,
2024-09-28,Ohio Northern University,0,Calvin University,3,
2024-09-28,Carroll University (Wisconsin),2,North Central College,1,
