team,wins,losses,ties,games,win_pct,owp,oowp,qualifying_wins,qualifying_losses,qualifying_ties,partial_wins,npi_rating
Marian University (Wisconsin),7,9,4,20,0.45,49.107142857142854,51.17904361731265,7,8,4,0,48.776380009518725
Westminster College (Missouri),6,7,3,16,0.46875,55.111111111111114,49.339128971477145,6,6,3,0,48.721646362120254
Rhode Island College,6,8,4,18,0.4444444444444444,47.86821705426357,50.534402114111586,6,7,4,0,48.70846177687765
Bethany College (West Virginia),8,7,3,18,0.5277777777777778,44.30147058823529,48.40845452504711,8,7,3,0,48.69572070387179
Albion College,4,9,3,16,0.34375,55.894308943089435,53.09815031495295,4,8,3,0,48.68855402155479
DeSales University,6,12,2,20,0.35,50.45731707317073,52.4821627146566,6,10,2,0,48.67054881166326
Houghton University,7,10,2,19,0.42105263157894735,51.903114186851205,49.01026598264883,7,10,2,0,48.612381171881616
Eastern Connecticut State University,6,9,3,18,0.4166666666666667,48.490566037735846,50.18060636746878,6,9,3,0,48.53437777631521
Vermont State University Castleton,8,11,2,21,0.42857142857142855,47.5609756097561,50.845335353342755,8,11,2,0,48.39226063740054
Alvernia University,6,11,2,19,0.3684210526315789,51.79153094462541,50.51596275281542,6,10,2,0,48.211747717088
State University of New York at Oneonta,6,10,1,17,0.38235294117647056,50.57251908396947,50.59459391200933,6,10,1,0,48.204083763078856
University of Mount Union,5,11,2,18,0.3333333333333333,53.83141762452107,53.106228122749954,5,11,2,0,48.16411251678554
Keene State College,7,10,3,20,0.425,50.67567567567568,48.66004393431423,7,10,3,0,48.12579841784559
Oglethorpe University,5,7,2,14,0.42857142857142855,46.38888888888889,54.649920189610775,5,5,2,0,48.10967690910377
Concordia University Chicago,6,9,4,19,0.42105263157894735,51.02739726027398,49.922984188915656,6,9,4,0,48.08780094636797
Wilkes University,5,10,3,18,0.3611111111111111,51.992753623188406,50.28067417134634,5,9,3,0,48.02744278722901
Bethany Lutheran College,9,6,3,18,0.5833333333333334,41.147540983606554,48.131842696138634,7,6,3,0,47.90960819473329
Plattsburgh State University of New York,5,11,1,17,0.3235294117647059,52.37154150197628,52.56570902677083,5,9,1,0,47.906559569694
"Rutgers, The State Univ. of New Jersey, Newark",5,10,3,18,0.3611111111111111,50.73260073260073,52.10640059415985,5,8,3,0,47.838870154048195
Elmira College,5,10,2,17,0.35294117647058826,53.68852459016394,49.85635673027285,5,9,2,0,47.785786711869896
Widener University,6,11,0,17,0.35294117647058826,47.01754385964912,51.73846068142672,6,10,0,0,47.78276584333022
Hamline University,5,10,5,20,0.375,54.347826086956516,52.801864477467305,5,10,5,0,47.76394046327478
Illinois College,6,6,3,15,0.5,47.91666666666667,47.60439738188759,6,6,3,0,47.73535459170287
Mount Saint Mary College (New York),6,10,3,19,0.39473684210526316,52.85234899328859,49.531950168179456,6,8,3,0,47.66912725856651
Kalamazoo College,5,11,1,17,0.3235294117647059,51.85185185185185,53.03212915187742,5,9,1,0,47.64182019977923
Luther College,2,9,7,18,0.3055555555555556,53.6144578313253,54.31353820552755,2,7,7,0,47.57010830328851
Clark University (Massachusetts),5,11,2,18,0.3333333333333333,46.666666666666664,52.716748565809155,5,10,2,0,47.561835205141705
Averett University,4,8,3,15,0.36666666666666664,51.78571428571429,52.42981995106358,4,7,3,0,47.50117425990161
Elms College,8,10,2,20,0.45,49.059561128526646,48.6415503243587,8,10,2,0,47.480264142439275
Illinois Wesleyan University,3,12,2,17,0.23529411764705882,60.689655172413794,54.67379674101306,3,8,2,0,47.45811333448534
Saint Mary's College (Indiana),6,8,1,15,0.43333333333333335,43.28358208955223,50.86455936007542,6,7,1,0,47.44708082985595
Chatham University,7,9,2,18,0.4444444444444444,42.95774647887324,48.05016482003513,7,9,2,0,47.03640905333902
Curry College,5,10,3,18,0.3611111111111111,47.183098591549296,50.29073795433326,5,10,3,0,47.03335874227678
Manhattanville University,6,7,4,17,0.47058823529411764,43.72549019607843,47.54267884080511,6,7,4,0,47.01378231937638
Bryn Mawr College,4,10,3,17,0.3235294117647059,48.46491228070175,53.28917597311569,4,9,3,0,47.00945110422387
Franklin College,5,9,3,17,0.38235294117647056,49.31818181818181,48.76382305000685,5,9,3,0,46.959245675648226
University of St. Thomas (Texas),5,8,3,16,0.40625,44.58874458874459,49.41824501604736,5,7,3,0,46.9298379612923
University of Wisconsin-Oshkosh,3,13,2,18,0.2222222222222222,57.35785953177257,55.099763667139904,3,9,2,0,46.916393043505046
"University of Massachusetts, Dartmouth",5,10,3,18,0.3611111111111111,49.140893470790374,48.68997775968958,5,10,3,0,46.91185488954834
Nebraska Wesleyan University,4,8,2,14,0.35714285714285715,51.173708920187785,52.284655565788555,4,6,2,0,46.90664891992808
Plymouth State University,6,11,1,18,0.3611111111111111,48.64864864864865,49.00058351267817,6,11,1,0,46.88056723705813
State University of New York at Delhi,10,6,0,16,0.625,33.50253807106599,45.725979156416365,8,6,0,0,46.87932934693248
Beloit College,5,11,3,19,0.34210526315789475,51.81518151815182,50.103598448696374,5,11,3,0,46.8747404362674
George Fox University,3,10,3,16,0.28125,51.243781094527364,51.591806516249704,3,8,3,0,46.806556247364725
Utica University,5,11,2,18,0.3333333333333333,49.03846153846153,49.574657199481805,5,10,2,0,46.73868145726957
Anderson University (Indiana),5,8,1,14,0.39285714285714285,48.93048128342246,48.493595814673995,5,8,1,0,46.73537576124598
Wentworth Institute of Technology,4,9,4,17,0.35294117647058826,48.92086330935252,49.41991985348493,4,9,4,0,46.73052132122123
University of Saint Joseph (Connecticut),6,11,3,20,0.375,49.35064935064935,50.39768133088691,6,10,3,0,46.57810538626683
U.S. Coast Guard Academy,2,11,6,19,0.2631578947368421,52.052238805970156,52.63371293815555,2,9,6,0,46.543335594489974
King's College (Pennsylvania),3,10,5,18,0.3055555555555556,48.05194805194805,51.18424000858946,3,9,5,0,46.44266225458246
Goucher College,3,11,4,18,0.2777777777777778,50.3921568627451,52.39319895377818,3,9,4,0,46.363367162124504
Lehman College,11,5,0,16,0.6875,31.136363636363633,41.827291512852675,9,5,0,0,46.36175157541704
Immaculata University,6,10,3,19,0.39473684210526316,47.875816993464056,46.184282320009444,6,10,3,0,46.33388563600827
Muhlenberg College,2,14,2,18,0.16666666666666666,56.896551724137936,54.00237821122931,2,11,2,0,46.25321910393934
Bryn Athyn College,7,9,1,17,0.4411764705882353,45.94017094017094,46.64666110792244,7,9,1,0,46.13789637727683
University of Dallas,5,9,1,15,0.36666666666666664,42.55813953488372,49.92560737575324,5,8,1,0,45.94945974597208
Neumann University,7,9,3,19,0.4473684210526316,38.297872340425535,45.587563696286026,7,9,3,0,45.94866539673562
Monmouth College (Illinois),5,8,4,17,0.4117647058823529,43.452380952380956,47.497117669146874,5,8,4,0,45.89551160820412
Bluffton University,4,7,2,13,0.38461538461538464,41.899441340782126,48.616744679116195,4,7,2,0,45.88760936293003
Randolph College,5,9,2,16,0.375,41.70040485829959,51.165520874233614,5,8,2,0,45.877337779520595
Pacific University (Oregon),2,12,4,18,0.2222222222222222,53.34728033472803,52.80242719007073,2,9,4,0,45.869101664430985
Saint Joseph's College (Maine),5,11,2,18,0.3333333333333333,51.64473684210527,50.141130381338634,5,9,2,0,45.84334274475202
California Institute of Technology,2,12,1,15,0.16666666666666666,54.845814977973575,53.88168084077579,2,7,1,0,45.81465649338759
Aurora University,2,11,5,18,0.25,60.67615658362989,50.102500064391855,2,9,5,0,45.6843279994973
Earlham College,3,8,4,15,0.3333333333333333,41.76136363636363,49.45884080627127,3,8,4,0,45.67249103857234
Schreiner University,3,8,1,12,0.2916666666666667,49.43502824858757,49.63890752998029,3,7,1,0,45.6663611241235
"Penn State University, Altoona",5,9,2,16,0.375,48.76847290640394,44.567847802897155,5,8,2,0,45.592007786591196
"University of Maine, Farmington",5,8,2,15,0.4,45.893719806763286,47.42092598511048,5,8,2,0,45.59107770899632
Simmons University,4,8,4,16,0.375,48.455598455598455,49.096088875486345,4,7,4,0,45.56998461632554
Lewis & Clark College,2,11,3,16,0.21875,56.09756097560976,50.985084031114404,2,9,3,0,45.524504965313454
Franciscan University of Steubenville,4,12,1,17,0.2647058823529412,53.55871886120996,49.00317065490192,4,10,1,0,45.44269068401962
Nichols College,4,12,2,18,0.2777777777777778,47.97979797979798,49.69070240654282,4,11,2,0,45.42445382032981
University of Northwestern-St. Paul,7,10,2,19,0.42105263157894735,45.032051282051285,48.87191390996359,7,9,2,0,45.41022501753894
Cedar Crest College,4,7,3,14,0.39285714285714285,51.183431952662716,45.61023207647663,4,7,3,0,45.21693592795503
Salve Regina University,2,13,4,19,0.21052631578947367,50.33444816053512,51.959862040599226,2,12,4,0,45.135255952439124
William Peace University,4,7,1,12,0.375,47.85276073619632,44.52677353356507,4,7,1,0,44.94980415969008
Occidental College,0,11,3,14,0.10714285714285714,54.54545454545454,55.64381182369224,0,7,3,0,44.88978715954681
Ramapo College,4,12,1,17,0.2647058823529412,50.75757575757576,51.31601820736415,4,10,1,0,44.79971951575291
Bard College,3,13,1,17,0.20588235294117646,53.041825095057035,52.14166709871682,3,9,1,0,44.76227463083831
North Carolina Wesleyan University,5,11,1,17,0.3235294117647059,46.3519313304721,46.64931700537278,5,11,1,0,44.74989569651927
Crown College (Minnesota),6,9,2,17,0.4117647058823529,43.53146853146853,47.50503397899047,6,9,2,0,44.73916970964364
Washington and Jefferson College,4,11,2,17,0.29411764705882354,45.74074074074074,48.69553558712332,4,10,2,0,44.60637943480752
LaGrange College,5,9,1,15,0.36666666666666664,44.89795918367347,47.76613716564902,5,8,1,0,44.54483655525039
Eastern Mennonite University,3,13,2,18,0.2222222222222222,51.060070671378085,51.27318661492673,3,9,2,0,44.31540378450199
Kenyon College,1,11,2,14,0.14285714285714285,50.75757575757576,54.249552362144506,1,9,2,0,44.242320361866454
Fitchburg State University,4,12,3,19,0.2894736842105263,41.979522184300336,47.44997216898799,4,11,3,0,44.23005496767044
Mount Aloysius College,4,11,2,17,0.29411764705882354,52.35042735042735,45.29880756668768,4,8,2,0,44.171536806101564
Principia College,4,8,0,12,0.3333333333333333,47.98850574712644,46.84893936346532,4,7,0,0,44.1321682110708
Muskingum University,3,13,1,17,0.20588235294117646,46.653543307086615,50.34741754645434,3,11,1,0,44.0065148933363
Huntingdon College,5,8,2,15,0.4,37.55760368663594,47.17905529717535,5,7,2,0,43.97976595701398
Gwynedd Mercy University,4,9,3,16,0.34375,40.692640692640694,44.48959517929504,4,9,3,0,43.75385281324023
Buena Vista University,4,10,1,15,0.3,45.964125560538115,47.94865052840834,4,8,1,0,43.73672387782925
Lyon College,3,7,1,11,0.3181818181818182,45.19230769230769,46.66723315109295,3,7,1,0,43.73463285795986
"University of Pittsburgh, Bradford",4,5,3,12,0.4583333333333333,34.64052287581699,46.11869337076658,4,4,3,0,43.71299310206305
Coe College,3,13,2,18,0.2222222222222222,48.32089552238806,50.699254231661705,3,11,2,0,43.66368069864475
Mary Baldwin University,3,11,2,16,0.25,47.45762711864407,47.12000687738164,3,10,2,0,43.58549184138815
Benedictine University (Illinois),0,12,7,19,0.18421052631578946,52.15827338129496,50.67516355286691,0,8,7,0,43.58427436169572
State University of New York at Potsdam,4,13,0,17,0.23529411764705882,44.905660377358494,49.308202105505934,4,10,0,0,43.52513163412042
Ripon College,5,11,2,18,0.3333333333333333,42.054263565891475,45.09187946219328,5,9,2,0,43.511044097961474
Salem State University,4,11,3,18,0.3055555555555556,34.980237154150196,47.06865519494897,4,10,3,0,43.372530294230295
Lakeland University,2,11,3,16,0.21875,50.1953125,50.010934554110236,2,7,3,0,43.26732225566388
Cairn University,4,9,1,14,0.32142857142857145,39.56310679611651,47.521259758975326,4,8,1,0,43.265413702691305
Geneva College,3,13,1,17,0.20588235294117646,47.22222222222222,47.74050778171952,3,11,1,0,43.24793302177314
Hiram College,3,14,0,17,0.17647058823529413,46.86274509803921,49.74853953732452,3,8,0,0,43.217472789241576
Pratt Institute,5,10,0,15,0.3333333333333333,41.52542372881356,43.52080398328816,5,9,0,0,43.043617027388215
State University of New York at Old Westbury,6,11,1,18,0.3611111111111111,42.44604316546763,42.60294723050325,6,11,1,0,43.00763417598988
The College of St. Scholastica,0,15,4,19,0.10526315789473684,59.66101694915255,54.401428738498645,0,8,4,0,42.97239886818761
State University of New York Maritime College,6,9,1,16,0.40625,40.853658536585364,42.23041229973782,6,9,1,0,42.96044913842208
Alma College,1,9,1,11,0.13636363636363635,50.33783783783784,54.545448134675205,1,3,1,0,42.789173860251346
Mississippi University for Women,4,11,2,17,0.29411764705882354,42.47787610619469,46.29870206532187,4,9,2,0,42.57325540728187
Centenary University (New Jersey),4,12,0,16,0.25,43.529411764705884,44.75742381086728,4,10,0,0,42.44620638732665
Anna Maria College,1,11,5,17,0.20588235294117646,50.38461538461539,48.99606971743076,1,8,5,0,42.3947641305976
VTSU-Johnson,4,5,0,9,0.4444444444444444,40.25423728813559,41.253366848509195,4,5,0,0,42.30435635873269
Martin Luther College,5,10,3,18,0.3611111111111111,38.764044943820224,42.59399931985571,5,10,3,0,42.25017055691189
Delaware Valley University,2,15,1,18,0.1388888888888889,45.9546925566343,49.46121087803428,2,10,1,0,42.232941738165394
Alfred State College,3,10,3,16,0.28125,40.77669902912621,46.560200186306616,3,9,3,0,42.20730477018348
Rosemont College,4,11,0,15,0.26666666666666666,44.11764705882353,44.689599215917745,4,9,0,0,42.17203209949693
Thomas College,2,10,1,13,0.19230769230769232,49.45355191256831,46.65786706289584,2,9,1,0,41.94123984762759
The University of Olivet,1,10,3,14,0.17857142857142858,45.78947368421053,50.41287030000175,1,6,3,0,41.9103953207031
Albright College,2,13,2,17,0.17647058823529413,40.74074074074074,49.75781937784067,2,10,2,0,41.90514634629535
Keuka College,1,13,2,16,0.125,51.26582278481012,49.50354487056716,1,8,2,0,41.90023114983366
University of Wisconsin-Stout,0,13,2,15,0.06666666666666667,56.55021834061136,54.08369884242402,0,6,2,0,41.81353871846173
Berea College,3,10,2,15,0.26666666666666666,41.794871794871796,46.733253520795294,3,7,2,0,41.76431268447568
University of the Ozarks (Arkansas),1,11,2,14,0.14285714285714285,48.52216748768473,49.306102388064694,1,7,2,0,41.69146685270632
Framingham State University,3,15,1,19,0.18421052631578946,40.43624161073826,46.36172870590105,3,12,1,0,41.5537203792363
"Purchase College, State University of New York",4,14,2,20,0.25,42.281879194630875,44.923370618876156,4,13,2,0,41.53095966922986
Dean College,2,12,3,17,0.20588235294117646,48.03921568627451,48.32361338621353,2,10,3,0,41.372485071209006
State University of New York Polytechnic Institute,2,11,1,14,0.17857142857142858,41.9811320754717,49.44645245056729,2,6,1,0,41.34870294106852
Rockford University,3,13,2,18,0.2222222222222222,42.72727272727273,47.840584155523686,3,9,2,0,41.17896883170044
University of Maine at Presque Isle,1,8,1,10,0.15,47.07792207792208,48.93115822251936,1,6,1,0,41.13497804014198
The City College of New York,3,10,2,15,0.26666666666666666,44.39252336448598,42.52847944054902,3,7,2,0,40.983724066267236
Salem College (North Carolina),4,9,0,13,0.3076923076923077,36.68639053254438,45.35085648579363,4,7,0,0,40.95847508925592
Brooklyn College,6,9,3,18,0.4166666666666667,30.8300395256917,43.1827344083753,6,8,3,0,40.8854462844078
LeTourneau University,1,14,1,16,0.09375,49.17355371900827,50.18381233607494,1,9,1,0,40.850655853945085
Knox College,1,12,3,16,0.15625,45.13274336283185,48.04783935935377,1,8,3,0,40.82037089422882
Cornell College,2,13,1,16,0.15625,46.02510460251046,46.79183440097002,2,9,1,0,40.784222632245935
Maranatha Baptist University,4,4,0,8,0.5,18.75,39.328322345041634,4,4,0,0,40.61929356194607
Pfeiffer University,2,10,0,12,0.16666666666666666,47.878787878787875,46.3022952076922,2,7,0,0,40.58903684999254
La Roche University,2,11,2,15,0.2,42.5,45.705554261989526,2,7,2,0,40.556511811502595
Saint Elizabeth University,3,10,1,14,0.25,41.99029126213592,44.81952424634782,3,7,1,0,40.34655696136676
Keystone College,2,10,0,12,0.16666666666666666,44.57142857142857,44.11054571121911,2,8,0,0,40.21637813215572
"University of Minnesota, Morris",2,11,3,16,0.21875,43.503937007874015,46.197312963277156,2,7,3,0,40.15975029462291
State University of New York at Morrisville,1,12,1,14,0.10714285714285714,44.554455445544555,47.44510286522445,1,7,1,0,39.92176965433628
Massachusetts Maritime Academy,1,10,1,12,0.125,41.07142857142857,44.78001189225139,1,6,1,0,39.57453885330556
Hilbert College,1,11,2,14,0.14285714285714285,43.65482233502538,46.641551412378156,1,6,2,0,39.36212671225199
Millsaps College,1,14,2,17,0.11764705882352941,44.11764705882353,48.857126023693,1,7,2,0,39.34831978274421
Manchester University,0,10,2,12,0.08333333333333333,46.81528662420382,48.81088000865219,0,5,2,0,39.01475108364468
Hollins University,2,12,0,14,0.14285714285714285,45.21531100478469,48.12178707545451,2,4,0,0,38.93808658373399
New England College,1,16,1,18,0.08333333333333333,47.44897959183674,49.04000671930375,1,8,1,0,38.89468614547435
Centenary College (Louisiana),1,13,1,15,0.1,39.81481481481482,48.76397341018726,1,6,1,0,38.64628166974485
Agnes Scott College,2,12,0,14,0.14285714285714285,43.717277486910994,45.477508708748836,2,6,0,0,38.58515838228588
Notre Dame of Maryland University,1,11,1,13,0.11538461538461539,44.252873563218394,46.01267263360923,1,7,1,0,38.03781964840826
State University of New York at Canton,1,14,1,16,0.09375,43.00847457627119,46.35404441237095,1,5,1,0,37.63121444166502
Eureka College,2,12,1,15,0.16666666666666666,34.89583333333333,43.122103558395004,2,8,1,0,37.208924509660015
Thiel College,1,15,0,16,0.0625,46.558704453441294,46.52358629885248,1,6,0,0,37.15964569547016
Sweet Briar College,2,11,0,13,0.15384615384615385,43.82022471910113,47.93939229279055,2,4,0,0,37.01068674058974
York College (New York),4,10,0,14,0.2857142857142857,32.47422680412371,40.93499873618733,4,7,0,0,36.87209770013589
St. Joseph's University NY (Brooklyn),1,14,0,15,0.06666666666666667,44.56066945606695,44.2846532104685,1,5,0,0,36.46546917794641
Massachusetts College of Liberal Arts,1,13,0,14,0.07142857142857142,38.388625592417064,43.10524351573032,1,6,0,0,36.42947088802148
Mitchell College,0,14,1,15,0.03333333333333333,48.97540983606557,48.95389271794389,0,2,1,0,36.043391793859904
University of Valley Forge,1,10,1,12,0.125,45.54794520547945,40.86112572895409,1,4,1,0,35.93137236077683
Mount Mary,0,9,2,11,0.09090909090909091,33.666666666666664,41.936427393133414,0,4,2,0,34.49334221228659
Blackburn College,0,10,1,11,0.045454545454545456,40.625,42.98088008910661,0,2,1,0,33.2861592865088
Yeshiva University,1,14,0,15,0.06666666666666667,41.88034188034188,42.177974812660835,1,3,0,0,33.14839122231786
Warren Wilson College,0,5,0,5,0.0,28.225806451612907,45.087660227695764,0,1,0,0,32.47137538556413
North Central University,0,15,0,15,0.0,39.11290322580645,44.49558400820714,0,2,0,0,32.128276858856594
Wesleyan College (Georgia),0,11,0,11,0.0,42.76315789473684,46.43225518677603,0,1,0,0,30.86830748246987
State University of New York at Cobleskill,0,7,0,7,0.0,36.7816091954023,40.43266971377311,0,1,0,0,30.1049751073337
Trinity Washington University,0,4,0,4,0.0,6.382978723404255,44.861160309788424,0,1,0,0,28.74511335999028
Medgar Evers College,0,11,0,11,0.0,37.1875,37.722346304836904,0,1,0,0,26.51875242706042
