date,away_team,away_score,home_team,home_score,overtime
2024-09-17,S Maine,0,Bowdoin,0,
2024-09-17,PSU-Behrend,3,SUNY Fredonia,1,
2024-09-17,SUNY Delhi,0,Hartwick,1,
2024-09-17,Manhattanville,0,Merchant Marine,0,
2024-09-17,SUNY Maritime,0,St Joseph's LI,7,
2024-09-17,Mitchell,0,Elms,2,
2024-09-17,Lesley,1,Suffolk,1,
2024-09-17,La Roche,0,Bethany WV,1,
2024-09-17,St Joseph CT,4,Dean,1,
2024-09-17,St Elizabeth,1,Pratt Inst,0,
2024-09-17,Dubuque,2,Beloit,2,
2024-09-17,Pfeiffer,0,J&W NC,3,
2024-09-17,NVU-Johnson,6,Fisher,2,
2024-09-17,Keystone,0,Five Towns,1,
2024-09-18,Thiel,6,PSU-New Kens,2,
2024-09-18,Claremont M.S.,0,Cal Lutheran,1,
2024-09-18,Carnegie Mellon,4,Grove City,1,
2024-09-18,WI Platteville,2,Carroll WI,2,
2024-09-18,Carthage,0,WI Whitewater,0,
2024-09-18,Case Western,5,Mt Union,0,
2024-09-18,John Jay,0,Cedar Crest,1,
2024-09-18,Millsaps,1,Centenary,0,
2024-09-18,Chapman,4,Redlands,2,
2024-09-18,Wheaton IL,0,Chicago,2,
2024-09-18,Plattsburgh St,0,Clarkson,3,
2024-09-18,Coe,2,Cornell IA,1,
2024-09-18,Colby-Sawyer,2,St Joseph's ME,1,
2024-09-18,Johns Hopkins,1,College of NJ,1,
2024-09-18,St Catherine,1,St Mary's MN,0,
2024-09-18,Rockford,0,Concordia IL,1,
2024-09-18,Concordia Mhd,2,St Scholastica,0,
2024-09-18,MA Boston,3,Curry,2,
2024-09-18,Delaware Val,1,Widener,2,
2024-09-18,Trine,0,Denison,1,
2024-09-18,Haverford,1,DeSales,0,
2024-09-18,York PA,0,Dickinson,0,
2024-09-18,Dominican IL,2,Aurora,0,
2024-09-18,Earlham,2,Muskingum,0,
2024-09-18,E Mennonite,2,Mary Baldwin,2,
2024-09-18,Eastern Univ,0,Lebanon Val,1,
2024-09-18,Ferrum,2,S Virginia,0,
2024-09-18,Salve Regina,4,Framingham St,0,
2024-09-18,Pitt-Greensburg,3,Franciscan OH,0,
2024-09-18,Franklin,1,DePauw,3,
2024-09-18,Greensboro,6,Regent,1,
2024-09-18,Rose-Hulman,3,Greenville,1,
2024-09-18,Methodist,0,Guilford,2,
2024-09-18,Gwynedd-Mercy,1,PSU-Abington,2,
2024-09-18,Augsburg,0,Hamline,0,
2024-09-18,Hanover,3,Asbury,1,
2024-09-18,Geneseo St,0,Hobart & Smith,2,
2024-09-18,Keene St,0,Worcester St,0,
2024-09-18,St Norbert,4,Lakeland,0,
2024-09-18,Willamette,0,Lewis & Clark,3,
2024-09-18,MN Morris,0,Martin Luther,1,
2024-09-18,PSU-Berks,0,Messiah,4,
2024-09-18,Misericordia,3,Cortland St,2,
2024-09-18,Baldwin-Wallace,0,Ohio Wesleyan,1,
2024-09-18,R Stockton,2,Moravian,0,
2024-09-18,Muhlenberg,0,Rowan,7,
2024-09-18,Northwestern MN,3,Bethany Luth,0,
2024-09-18,Bryn Mawr,8,Notre Dame MD,0,
2024-09-18,Oberlin,0,Otterbein,3,
2024-09-18,Pacific OR,1,Linfield,0,
2024-09-18,McDaniel,1,PSU-Harrisburg,0,
2024-09-18,Concordia WI,5,Benedictine IL,1,
2024-09-18,Randolph Col,1,Meredith,1,
2024-09-18,Rensselaer,4,Springfield,1,
2024-09-18,Rosemont,0,Immaculata,1,
2024-09-18,VA Wesleyan,0,Salisbury,0,
2024-09-18,Spalding,7,Berea,0,
2024-09-18,Marywood,5,SUNY Canton,0,
2024-09-18,Vassar,2,SUNY Oneonta,1,
2024-09-18,Ursinus,3,Susquehanna,1,
2024-09-18,Wheaton MA,0,Union NY,0,
2024-09-18,Hamilton,4,Utica,0,
2024-09-18,Bridgewater MA,1,Brandeis,3,
2024-09-18,Carolina Univ,1,Brevard,4,
2024-09-18,Coast Guard,2,Wentworth Tech,2,
2024-09-18,Westminster PA,0,John Carroll,4,
2024-09-18,Pomona-Pitzer,1,Whittier,1,
2024-09-18,Wilkes,1,Albright,0,
2024-09-18,Wm Paterson,1,NYU,5,
2024-09-18,WI Eau Claire,3,Luther IA,0,
2024-09-18,Rutgers-Camden,4,Bryn Athyn,0,
2024-09-18,Oglethorpe,1,GA Gwinnett,3,
2024-09-18,Simmons,1,Albertus Magnus,2,
2024-09-18,Ramapo,2,Drew,4,
2024-09-18,Westfield St,3,E Connecticut,2,
2024-09-18,Edgewood,0,IL Tech,6,
2024-09-18,FDU Madison,5,Centenary NJ,1,
2024-09-18,Frank & Marsh,5,Arcadia,1,
2024-09-18,King's PA,2,Rutgers-Newark,2,
2024-09-18,Thomas ME,0,ME Farmington,0,
2024-09-18,Marian WI,1,WI Lutheran,1,
2024-09-18,Chatham,1,Marietta,4,
2024-09-18,Mary Washington,1,Bridgewater VA,2,
2024-09-18,Worcester Tech,1,MA Dartmouth,1,
2024-09-18,Augustana IL,6,Monmouth IL,0,
2024-09-18,Penn Col Tech,8,Mt Aloysius,0,
2024-09-18,Neumann,2,Goucher,3,
2024-09-18,N England Col,0,Anna Maria,1,
2024-09-18,WI Superior,10,N Central MN,0,
2024-09-18,Occidental,1,Caltech,2,
2024-09-18,MA Maritime,0,RI College,3,
2024-09-18,Rivier,0,Nichols,3,
2024-09-18,St Benedict,0,Macalester,0,
2024-09-18,Bethel MN,0,St Olaf,7,
2024-09-18,Catholic,0,St Mary's MD,1,
2024-09-18,SUNY New Paltz,0,Scranton,2,
2024-09-18,Stevenson,2,Shenandoah,1,
2024-09-18,Assumption,3,ME Ft Kent,1,
2024-09-18,Hartford,6,St Joseph CT,0,
2024-09-18,Clark MA,3,Fitchburg St,0,
2024-09-18,Gust Adolphus,0,Carleton MN,1,
2024-09-18,MA Col Lib Arts,1,Castleton,4,
2024-09-18,Wellesley,2,Plymouth St,0,
2024-09-18,St Mary's IN,2,Anderson IN,1,
2024-09-18,Wilmington OH,3,Mt St Joseph,1,
2024-09-19,Belhaven MS,7,Tougaloo,0,
2024-09-19,Ohio Northern,5,Albion,0,
2024-09-19,La Verne,1,Elmhurst,0,
2024-09-19,Le Tourneau,1,Hendrix,2,
2024-09-19,J&W RI,0,MIT,4,
2024-09-19,Hardin-Simmons,3,McMurry,0,
2024-09-19,La Roche,0,St Vincent,4,
2024-09-19,Covenant,1,Emory,3,
2024-09-19,Brooklyn Col,11,Yeshiva,0,
2024-09-19,York NY,0,Five Towns,2,
2024-09-19,Howard Payne,7,Dallas Univ,0,
2024-09-20,Calvin,3,WI LaCrosse,1,
2024-09-20,Chris Newport,4,Trinity TX,2,
2024-09-20,Bob Jones,7,Pfeiffer,0,
2024-09-20,SW Univ TX,2,E Texas Bap,0,
2024-09-20,N Central IL,6,Hanover,2,
2024-09-20,Marymount VA,0,Hood,0,
2024-09-20,Lyon,0,Austin Col,2,
2024-09-20,Maryville TN,3,Transylvania,1,
2024-09-20,Misericordia,0,Messiah,2,
2024-09-20,Freed-Hardeman,1,MS Women,0,
2024-09-20,Westminster PA,1,Ohio Wesleyan,3,
2024-09-20,Randolph Col,5,Agnes Scott,0,
2024-09-20,TX Lutheran,2,Texas A&M Intl,4,
2024-09-20,UT Dallas,1,Rogers St,0,
2024-09-20,Nichols,1,U New England,2,
2024-09-20,Bard,0,Wm Paterson,1,
2024-09-20,Maranatha Bap,5,Blackburn,0,
2024-09-20,Bowdoin,1,Babson,1,
2024-09-20,Sweet Briar,2,Salem NC,5,
2024-09-20,SUNY Maritime,1,Sarah Lawrence,7,
2024-09-20,Purchase,2,St Elizabeth,0,
2024-09-20,SUNY Delhi,3,SUNY Canton,2,
2024-09-20,ME Ft Kent,8,C Maine Tech,0,
2024-09-21,NJ City,10,Lehman,0,
2024-09-21,Babson,1,Wheaton MA,1,
2024-09-21,Toccoa Falls,1,LaGrange,1,
2024-09-21,Manhattanville,7,St Joseph's NY,0,
2024-09-21,Cal Lutheran,1,La Verne,0,
2024-09-21,Case Western,2,Capital,1,
2024-09-21,Ohio Northern,1,Carnegie Mellon,2,
2024-09-21,Loras,1,Carroll WI,0,
2024-09-21,Carthage,2,Lake Forest,2,
2024-09-21,Chapman,0,Claremont M.S.,3,
2024-09-21,Chicago,1,Hope,2,
2024-09-21,Cortland St,1,Clarkson,1,
2024-09-21,Coe,1,Ripon,0,
2024-09-21,Colby,1,CT College,0,
2024-09-21,Stevens,0,College of NJ,0,
2024-09-21,St Olaf,1,St Catherine,4,
2024-09-21,Lakeland,1,Concordia IL,1,
2024-09-21,Carleton MN,2,Concordia Mhd,0,
2024-09-21,Alfred St,0,Allegheny,7,
2024-09-21,Crown MN,2,Northwestern MN,1,
2024-09-21,Wentworth Tech,1,Curry,1,
2024-09-21,Susquehanna,4,Delaware Val,1,
2024-09-21,Mt Union,2,Denison,1,
2024-09-21,DeSales,0,York PA,2,
2024-09-21,Washington MD,0,Dickinson,1,
2024-09-21,Amherst,0,Middlebury,0,
2024-09-21,Lancaster Bib,2,Eastern Univ,2,
2024-09-21,Redlands,3,Elmhurst,0,
2024-09-21,Elmira,3,SUNY Poly,0,
2024-09-21,Ferrum,3,Averett,1,
2024-09-21,Framingham St,3,MA Col Lib Arts,0,
2024-09-21,Franciscan OH,1,Otterbein,0,
2024-09-21,Heidelberg,3,Geneva,1,
2024-09-21,J&W NC,1,Greensboro,2,
2024-09-21,Greenville,4,Stephens,0,
2024-09-21,PSU-Behrend,2,Grove City,1,
2024-09-21,Guilford,1,Randolph-Macon,1,
2024-09-21,Wilson,3,Gwynedd-Mercy,0,
2024-09-21,Hamline,0,St Benedict,0,
2024-09-21,Rochester NY,1,Hobart & Smith,3,
2024-09-21,Houghton,1,Utica,0,
2024-09-21,Covenant,1,Huntingdon,0,
2024-09-21,Lycoming,0,Ithaca,6,
2024-09-21,Muhlenberg,0,Johns Hopkins,4,
2024-09-21,Georgetown KY,0,Asbury,0,
2024-09-21,Albright,1,Juniata,2,
2024-09-21,Kalamazoo,0,North Park,3,
2024-09-21,W Connecticut,3,Keene St,0,
2024-09-21,Marietta,2,Kenyon,0,
2024-09-21,Knox,8,Eureka,0,
2024-09-21,WI Whitewater,0,Lawrence,2,
2024-09-21,Lebanon Val,1,Stevenson,0,
2024-09-21,ME Farmington,3,ME Maritime,4,
2024-09-21,St Mary's IN,2,Manchester,0,
2024-09-21,Concordia WI,3,Aurora,2,
2024-09-21,Mary Baldwin,2,Peace,1,
2024-09-21,M Hardin-Baylor,2,McMurry,0,
2024-09-21,Mary Washington,7,Methodist,0,
2024-09-21,MN Morris,2,WI Superior,4,
2024-09-21,Moravian,0,Rutgers-Newark,0,
2024-09-21,Muskingum,1,Chatham,2,
2024-09-21,S Virginia,0,NC Wesleyan,0,
2024-09-21,Norwich,2,Albertus Magnus,1,
2024-09-21,Goucher,7,Notre Dame MD,0,
2024-09-21,Oberlin,7,Olivet MI,0,
2024-09-21,Merchant Marine,4,Old Westbury,0,
2024-09-21,Whitman,0,Pacific OR,0,
2024-09-21,Shenandoah,2,PSU-Harrisburg,0,
2024-09-21,St Norbert,3,Benedictine IL,1,
2024-09-21,SUNY Fredonia,0,Plattsburgh St,1,
2024-09-21,Rensselaer,3,SUNY New Paltz,2,
2024-09-21,Rose-Hulman,0,Washington StL,5,
2024-09-21,Rosemont,3,Centenary NJ,1,
2024-09-21,Rowan,4,Drew,2,
2024-09-21,St Mary's MN,1,Augsburg,1,
2024-09-21,Smith,2,Emerson,1,
2024-09-21,Ohio Chr,0,Bluffton,0,
2024-09-21,St Joseph's LI,1,Farmingdale,1,
2024-09-21,Thiel,0,Hiram,3,
2024-09-21,Hamilton,2,Tufts,2,
2024-09-21,Ursinus,0,McDaniel,1,
2024-09-21,Vassar,3,NYU,4,
2024-09-21,Meredith,1,Brevard,1,
2024-09-21,Wartburg,1,WI Platteville,3,
2024-09-21,Wash & Jeff,0,Pitt-Greensburg,1,
2024-09-21,Webster,3,NE Wesleyan,0,
2024-09-21,Wesleyan CT,1,Bates,0,
2024-09-21,Bridgewater MA,2,Worcester St,1,
2024-09-21,Wheaton IL,1,DePauw,0,
2024-09-21,Whittier,1,Occidental,0,
2024-09-21,Whitworth,0,George Fox,0,
2024-09-21,FDU Madison,3,Wilkes,2,
2024-09-21,Pac Lutheran,0,Willamette,0,
2024-09-21,WI Lutheran,6,Rockford,0,
2024-09-21,Simpson IA,3,WI Eau Claire,2,
2024-09-21,Brockport St,4,Keuka,0,
2024-09-21,WI Stout,0,Viterbo,4,
2024-09-21,Bryn Athyn,5,Neumann,1,
2024-09-21,Buffalo St,1,St Lawrence,3,
2024-09-21,Coast Guard,1,Clark MA,0,
2024-09-21,Alvernia,0,Marywood,2,
2024-09-21,E Connecticut,2,S Maine,3,
2024-09-21,Milwaukee Eng,2,Edgewood,1,
2024-09-21,St Mary's MD,1,Elizabethtown,0,
2024-09-21,Emmanuel MA,5,Dean,0,
2024-09-21,Frank & Marsh,6,Bryn Mawr,0,
2024-09-21,St John Fisher,0,Geneseo St,2,
2024-09-21,Arcadia,2,Widener,1,
2024-09-21,Gettysburg,0,Swarthmore,1,
2024-09-21,Gordon,2,Suffolk,1,
2024-09-21,Haverford,0,Scranton,3,
2024-09-21,Rutgers-Camden,5,John Jay,2,
2024-09-21,Pratt Inst,0,Kean,2,
2024-09-21,Marian WI,0,IL Tech,5,
2024-09-21,Mt Holyoke,0,MIT,2,
2024-09-21,Monmouth IL,3,IL Wesleyan,8,
2024-09-21,Montclair St,8,Cairn,1,
2024-09-21,Mt St Vincent,1,Mt St Mary NY,0,
2024-09-21,Hartwick,2,Nazareth,2,
2024-09-21,N Central MN,0,Bethany Luth,5,
2024-09-21,Carlow,0,Penn Col Tech,9,
2024-09-21,Millikin,5,Principia,0,
2024-09-21,Warren Wilson,2,Berea,5,
2024-09-21,Puget Sound,2,Linfield,0,
2024-09-21,Regis MA,1,Colby-Sawyer,1,
2024-09-21,Castleton,1,RI College,0,
2024-09-21,Rivier,2,Simmons,0,
2024-09-21,St Scholastica,1,Bethel MN,4,
2024-09-21,Immaculata,0,PSU-Abington,2,
2024-09-21,Springfield,1,Salve Regina,1,
2024-09-21,St Joseph's ME,2,Mitchell,1,
2024-09-21,Trinity CT,0,Williams,2,
2024-09-21,Union NY,2,Ramapo,0,
2024-09-21,Univ Ozarks,1,W Woods,2,
2024-09-21,W New England,0,Roger Williams,0,
2024-09-21,MA Maritime,1,Westfield St,4,
2024-09-21,Wellesley,1,Worcester Tech,4,
2024-09-21,Brooklyn Col,4,Valley Forge,0,
2024-09-21,Lincoln PA,5,PSU-Brandywine,0,
2024-09-21,Hartford,1,Endicott,2,
2024-09-21,Fitchburg St,1,Salem MA,0,
2024-09-21,Macalester,1,Gust Adolphus,0,
2024-09-21,Faith Bap,1,Illinois Col,3,
2024-09-21,John Carroll,1,Mt St Joseph,2,
2024-09-21,Caltech,0,Pomona-Pitzer,3,
2024-09-21,SUNY Potsdam,4,NVU-Johnson,1,
2024-09-21,Plymouth St,3,MA Boston,8,
2024-09-21,Salisbury,1,Catholic,0,
2024-09-21,Sewanee,0,Belhaven MS,1,
2024-09-21,WI Oshkosh,0,Dubuque,0,
2024-09-21,Central IA,2,WI River Falls,1,
2024-09-21,Spalding,2,Anderson IN,0,
2024-09-21,Keystone,0,Pitt-Bradford,9,
2024-09-21,Bethany WV,1,Wilmington OH,1,
2024-09-21,Concordia TX,0,Howard Payne,1,
2024-09-21,Centenary,0,Le Tourneau,2,
2024-09-21,Lesley,6,ME Presque Isle,1,
2024-09-21,Augustana IL,7,Cornell IA,0,
2024-09-21,Wooster,3,Rochester Tech,0,
2024-09-21,Waynesburg,4,Mt Aloysius,0,
2024-09-21,Mt Vernon Naz,4,Alma,0,
2024-09-22,Carnegie Mellon,3,Baldwin-Wallace,1,
2024-09-22,Centenary,1,Wiley,0,
2024-09-22,Coe,4,Knox,0,
2024-09-22,IL Wesleyan,3,Dominican IL,3,
2024-09-22,Hollins,1,Agnes Scott,2,
2024-09-22,Central IA,3,Illinois Col,0,
2024-09-22,Brandeis,2,J&W RI,1,
2024-09-22,Beloit,0,Kalamazoo,4,
2024-09-22,Mt Mary,1,Blackburn,1,
2024-09-22,Ohio Wesleyan,4,Alma,0,
2024-09-22,Whitworth,1,Pacific OR,0,
2024-09-22,Buena Vista,0,Ripon,2,
2024-09-22,Centre,4,Roanoke,0,
2024-09-22,UT Dallas,3,Schreiner,1,
2024-09-22,Wartburg,2,WI Stevens Pt,1,
2024-09-22,Wesleyan CT,2,Middlebury,2,
2024-09-22,Rhodes,5,Westminster MO,1,
2024-09-22,Puget Sound,1,Willamette,1,
2024-09-22,Whitman,1,George Fox,0,
2024-09-22,Morrisville St,0,Hamilton,8,
2024-09-22,Lynchburg,1,Emory,2,
2024-09-22,Pac Lutheran,2,Linfield,0,
2024-09-22,La Roche,2,Penn Col Tech,7,
2024-09-22,Luther IA,1,St Benedict,1,
2024-09-22,Trinity CT,4,SUNY Oneonta,1,
2024-09-22,VA Wesleyan,0,Trinity TX,1,
2024-09-22,Purchase,8,Yeshiva,0,
2024-09-22,N Central IL,6,WI LaCrosse,0,
2024-09-22,Elms,0,Lesley,4,
2024-09-22,MS Women,1,St Thomas TX,3,
2024-09-23,Pitt-Bradford,9,PSU-New Kens,0,
2024-09-23,Calvin,0,Washington StL,0,
2024-09-23,Lake Forest,3,St Norbert,0,
2024-09-23,Loras,1,Carleton MN,0,
2024-09-23,Bates,2,ME Maritime,0,
2024-09-23,Berry,1,Maryville TN,1,
2024-09-23,Toccoa Falls,0,Brevard,2,
2024-09-23,Merchant Marine,0,Wm Paterson,0,
2024-09-23,UC Santa Cruz,9,Cal Maritime,0,
2024-09-23,Kean,0,Alvernia,1,
2024-09-23,TX Lutheran,0,M Hardin-Baylor,1,
2024-09-23,Sewanee,3,Piedmont,0,
2024-09-23,NYU,1,Sarah Lawrence,0,
2024-09-23,Trinity DC,0,Christendom,13,
2024-09-23,York NY,11,Medgar Evers,0,
2024-09-23,Lasell,2,St Joseph's ME,1,
2024-09-24,Wellesley,1,Curry,0,
2024-09-24,Carlow,6,PSU-New Kens,0,
2024-09-24,Campbellsville,10,Berea,0,
2024-09-24,Carroll WI,1,Beloit,0,
2024-09-24,Chicago,6,North Park,3,
2024-09-24,Nazareth,1,Alfred,1,
2024-09-24,Concordia TX,2,Nelson TX,0,
2024-09-24,Bob Jones,4,Averett,1,
2024-09-24,MN Morris,2,Crown MN,2,
2024-09-24,Denison,1,Ohio Northern,1,
2024-09-24,Amherst,1,Springfield,1,
2024-09-24,PSU-Abington,2,Eastern Univ,3,
2024-09-24,Elmhurst,5,Olivet MI,1,
2024-09-24,Meredith,0,Ferrum,1,
2024-09-24,Methodist,2,Greensboro,0,
2024-09-24,Hanover,5,Spalding,1,
2024-09-24,Houghton,1,Alfred St,0,
2024-09-24,Kalamazoo,3,Augustana IL,1,
2024-09-24,PSU-Schuylkill,1,Keystone,4,
2024-09-24,PSU-Harrisburg,3,Lycoming,3,
2024-09-24,Bethany Luth,7,Martin Luther,2,
2024-09-24,Millsaps,1,MS Women,1,
2024-09-24,Mt Mary,2,Maranatha Bap,6,
2024-09-24,Northwestern MN,0,WI Superior,2,
2024-09-24,Univ Ozarks,0,Rhodes,6,
2024-09-24,PSU-Brandywine,0,Rosemont,1,
2024-09-24,DePauw,5,St Mary-Woods,2,
2024-09-24,St Lawrence,1,Union NY,1,
2024-09-24,Immaculata,2,Albright,1,
2024-09-24,Drew,1,FDU Madison,0,
2024-09-24,E Connecticut,1,CT College,2,
2024-09-24,Rockford,0,Edgewood,2,
2024-09-24,Rutgers-Camden,2,Arcadia,0,
2024-09-24,LaGrange,1,Oglethorpe,2,
2024-09-24,Goucher,2,Lancaster Bib,2,
2024-09-24,Lehman,3,Pratt Inst,2,
2024-09-24,ME Presque Isle,1,ME Farmington,1,
2024-09-24,SUNY-ESF,0,Penn Col Tech,3,
2024-09-24,Stevenson,1,Randolph-Macon,1,
2024-09-24,Salem NC,2,S Virginia,4,
2024-09-24,Smith,0,Westfield St,3,
2024-09-24,NJ City,8,Centenary NJ,0,
2024-09-24,Suffolk,13,Fisher,0,
2024-09-24,Morrisville St,1,SUNY Delhi,2,
2024-09-25,College of NJ,4,Susquehanna,0,
2024-09-25,Cal Lutheran,1,Chapman,0,
2024-09-25,Capital,1,Mt St Joseph,1,
2024-09-25,Carthage,2,WI Stevens Pt,2,
2024-09-25,PSU-Behrend,1,Case Western,2,
2024-09-25,Wiley,1,Centenary,1,
2024-09-25,Earlham,2,Albion,2,
2024-09-25,Skidmore,2,Clarkson,1,
2024-09-25,Colby-Sawyer,3,N England Col,2,
2024-09-25,WI River Falls,2,St Catherine,2,
2024-09-25,Concordia IL,4,Aurora,1,
2024-09-25,Chatham,1,Allegheny,3,
2024-09-25,Neumann,2,Delaware Val,3,
2024-09-25,DeSales,0,Elizabethtown,3,
2024-09-25,Dickinson,1,Johns Hopkins,4,
2024-09-25,Bridgewater VA,6,E Mennonite,0,
2024-09-25,Russell Sage,2,Elmira,1,
2024-09-25,MA Dartmouth,2,Framingham St,0,
2024-09-25,Franciscan OH,1,St Vincent,5,
2024-09-25,Wash & Jeff,2,Geneva,1,
2024-09-25,Millikin,2,Greenville,0,
2024-09-25,Hamline,0,Luther IA,0,
2024-09-25,Heidelberg,1,Oberlin,0,
2024-09-25,Hobart & Smith,2,Rochester Tech,1,
2024-09-25,Shenandoah,2,Hood,0,
2024-09-25,IL Wesleyan,2,Hope,6,
2024-09-25,Husson,9,Thomas ME,0,
2024-09-25,Stephens,0,Illinois Col,2,
2024-09-25,Albertus Magnus,0,J&W RI,4,
2024-09-25,Asbury,0,Centre,3,
2024-09-25,Keene St,0,W New England,2,
2024-09-25,Knox,0,Dubuque,5,
2024-09-25,La Verne,1,Whittier,2,
2024-09-25,Lakeland,0,Milwaukee Eng,6,
2024-09-25,Ursinus,0,Lebanon Val,1,
2024-09-25,WI Stout,0,Augsburg,2,
2024-09-25,Manchester,1,Great Lakes Chr,3,
2024-09-25,Scranton,0,Misericordia,0,
2024-09-25,Wooster,1,Baldwin-Wallace,0,
2024-09-25,Montclair St,0,Moravian,0,
2024-09-25,Muhlenberg,1,Swarthmore,4,
2024-09-25,Randolph Col,3,NC Wesleyan,2,
2024-09-25,Norwich,2,Plymouth St,1,
2024-09-25,Notre Dame MD,0,Mt Aloysius,5,
2024-09-25,Otterbein,1,Wittenberg,1,
2024-09-25,Wilson,5,PSU-Schuylkill,0,
2024-09-25,Redlands,1,Claremont M.S.,8,
2024-09-25,Geneseo St,0,Rochester NY,1,
2024-09-25,Rowan,3,Stevens,3,
2024-09-25,York PA,2,Salisbury,1,
2024-09-25,Mt St Vincent,0,Farmingdale,0,
2024-09-25,Anderson IN,1,Trine,3,
2024-09-25,MIT,0,Tufts,2,
2024-09-25,U New England,3,Emerson,0,
2024-09-25,St John Fisher,2,Utica,0,
2024-09-25,Brandeis,1,Lesley,0,
2024-09-25,Vassar,10,Bard,0,
2024-09-25,Wartburg,2,WI Eau Claire,1,
2024-09-25,Bryn Mawr,0,Washington MD,1,
2024-09-25,Webster,0,Washington StL,3,
2024-09-25,Fitchburg St,1,Wentworth Tech,1,
2024-09-25,W Connecticut,0,Wesleyan CT,1,
2024-09-25,Roger Williams,2,Bridgewater MA,1,
2024-09-25,Westminster MO,6,Monmouth IL,0,
2024-09-25,Waynesburg,0,Westminster PA,1,
2024-09-25,WI Whitewater,4,Wheaton IL,1,
2024-09-25,Whitworth,1,Whitman,0,
2024-09-25,Widener,1,Wilkes,0,
2024-09-25,WI Lutheran,1,Concordia WI,2,
2024-09-25,Hilbert,0,Brockport St,3,
2024-09-25,NE Wesleyan,1,Buena Vista,0,
2024-09-25,Rutgers-Newark,6,City Col NY,1,
2024-09-25,PSU-Berks,1,Alvernia,0,
2024-09-25,Mitchell,0,Dean,3,
2024-09-25,Elms,0,Emmanuel MA,5,
2024-09-25,Haverford,3,Frank & Marsh,3,
2024-09-25,McDaniel,2,Gettysburg,1,
2024-09-25,Salem MA,1,Gordon,4,
2024-09-25,Hiram,1,St Mary's IN,3,
2024-09-25,John Carroll,5,Pitt-Greensburg,1,
2024-09-25,Kean,8,Brooklyn Col,0,
2024-09-25,Mary Washington,0,Lynchburg,1,
2024-09-25,Marian WI,3,St Norbert,1,
2024-09-25,Marymount VA,0,St Mary's MD,1,
2024-09-25,Castleton,0,Middlebury,5,
2024-09-25,Mt St Mary NY,4,Purchase,0,
2024-09-25,Pomona-Pitzer,2,Occidental,0,
2024-09-25,Pac Lutheran,1,Puget Sound,0,
2024-09-25,St Joseph's ME,1,Regis MA,3,
2024-09-25,Rivier,2,Anna Maria,0,
2024-09-25,S Maine,0,Hartford,2,
2024-09-25,Worcester St,1,Clark MA,0,
2024-09-25,MA Boston,1,Worcester Tech,1,
2024-09-25,Merchant Marine,10,Yeshiva,0,
2024-09-25,Grove City,2,Bethany WV,0,
2024-09-25,St Mary's MN,2,Gust Adolphus,1,
2024-09-25,SUNY Poly,2,Hartwick,5,
2024-09-25,Benedictine IL,0,Dominican IL,5,
2024-09-25,St Joseph's LI,2,Manhattanville,0,
2024-09-25,Cairn,0,Marywood,3,
2024-09-25,Old Westbury,2,SUNY Maritime,1,
2024-09-25,Bay Path,0,MA Col Lib Arts,10,
2024-09-25,Trinity DC,0,Sweet Briar,4,
2024-09-25,Wheaton MA,0,Endicott,1,
2024-09-25,WI Platteville,3,Central IA,2,
2024-09-25,Lasell,2,St Joseph CT,2,
2024-09-25,Sarah Lawrence,8,St Joseph's NY,0,
2024-09-25,Cedar Crest,4,York NY,0,
2024-09-25,Plattsburgh St,0,Rensselaer,1,
2024-09-26,M Hardin-Baylor,3,Concordia TX,1,
2024-09-26,Elmhurst,2,Cornell IA,0,
2024-09-26,E Texas Bap,1,Howard Payne,0,
2024-09-26,Mt Union,0,Adrian,2,
2024-09-26,Le Tourneau,0,Hardin-Simmons,8,
2024-09-26,NYU,8,John Jay,1,
2024-09-27,Kenyon,0,Carnegie Mellon,5,
2024-09-27,WI LaCrosse,1,Chris Newport,3,
2024-09-27,Curry,1,Endicott,3,
2024-09-27,Wash & Jeff,0,Denison,2,
2024-09-27,Hendrix,4,Univ Ozarks,0,
2024-09-27,Hope,1,Ohio Wesleyan,0,
2024-09-27,MS Women,0,Spalding,3,
2024-09-27,Thiel,1,St Vincent,7,
2024-09-27,Coast Guard,0,Babson,0,
2024-09-27,Neumann,0,FDU Madison,2,
2024-09-27,Ithaca,1,Rochester NY,1,
2024-09-27,ME Farmington,1,Lesley,0,
2024-09-27,Keuka,1,Nazareth,3,
2024-09-27,Rutgers-Camden,1,Ramapo,0,
2024-09-27,Yeshiva,0,Manhattanville,17,
2024-09-27,SUNY Maritime,0,Mt St Vincent,10,
2024-09-27,TX Lutheran,3,SW Univ TX,1,
2024-09-27,Soka,3,Whittier,0,
2024-09-28,Anna Maria,0,Colby-Sawyer,0,
2024-09-28,Maranatha Bap,1,Grace Chr,0,
2024-09-28,Ohio Northern,0,Calvin,3,
2024-09-28,Carroll WI,2,N Central IL,1,
2024-09-28,Carthage,0,Millikin,1,
2024-09-28,Wittenberg,1,Case Western,1,
2024-09-28,Cedar Crest,0,Bryn Athyn,0,
2024-09-28,Chapman,1,Pomona-Pitzer,0,
2024-09-28,Chicago,4,WI Oshkosh,1,
2024-09-28,Rochester Tech,0,Clarkson,0,
2024-09-28,WI Whitewater,4,Coe,0,
2024-09-28,Colby,0,Williams,1,
2024-09-28,Alfred,0,Houghton,1,
2024-09-28,College of NJ,2,Kean,1,
2024-09-28,Augsburg,1,St Catherine,1,
2024-09-28,Concordia IL,2,WI Lutheran,1,
