date,away_team,away_score,home_team,home_score,overtime
2024-10-08,Trine,0,Calvin,2,
2024-10-08,Cedar Crest,0,Penn Col Tech,2,
2024-10-08,Albion,0,Hope,5,
2024-10-08,Colby,6,Husson,0,
2024-10-08,McMurry,1,Concordia TX,1,
2024-10-08,Crown MN,0,WI Superior,4,
2024-10-08,E Mennonite,0,Shenandoah,3,
2024-10-08,W New England,1,Amherst,4,
2024-10-08,Eastern Univ,1,R Stockton,0,
2024-10-08,Geneva,0,St Vincent,2,
2024-10-08,Mary Baldwin,1,Greensboro,3,
2024-10-08,Knox,0,Illinois Col,0,
2024-10-08,Olivet MI,0,Kalamazoo,3,
2024-10-08,Wilson,14,Keystone,0,
2024-10-08,Beloit,1,Lawrence,2,
2024-10-08,Augsburg,0,Carleton MN,3,
2024-10-08,Martin Luther,5,N Central MN,2,
2024-10-08,Methodist,3,Meredith,0,
2024-10-08,Bethany Luth,4,MN Morris,0,
2024-10-08,MS Women,0,Rhodes,6,
2024-10-08,Muhlenberg,0,Haverford,4,
2024-10-08,NC Wesleyan,1,Peace,2,
2024-10-08,Old Westbury,0,Mt St Vincent,6,
2024-10-08,PSU-Harrisburg,11,PSU-Brandywine,0,
2024-10-08,Bard,1,Rensselaer,6,
2024-10-08,Rochester NY,1,Rochester Tech,0,
2024-10-08,Rosemont,0,PSU-Abington,2,
2024-10-08,Salisbury,2,Stevenson,1,
2024-10-08,Frank & Marsh,1,Ursinus,0,
2024-10-08,Westminster PA,2,Chatham,1,
2024-10-08,Wm Paterson,0,Alvernia,1,
2024-10-08,Bryn Athyn,3,Cairn,0,
2024-10-08,Elms,1,Albertus Magnus,3,
2024-10-08,Sewanee,5,Covenant,0,
2024-10-08,Alma,1,Adrian,3,
2024-10-08,VA Wesleyan,0,Lynchburg,2,
2024-10-08,ME Farmington,6,Fisher,0,
2024-10-08,Maranatha Bap,0,Eureka,1,
2024-10-08,Cornell IA,0,Monmouth IL,2,
2024-10-08,Farmingdale,2,Mt St Mary NY,0,
2024-10-08,Oglethorpe,0,Emory,7,
2024-10-08,Principia,12,Blackburn,0,
2024-10-08,Salem NC,0,Pfeiffer,1,
2024-10-08,Swarthmore,4,Bryn Mawr,0,
2024-10-08,Lesley,7,Thomas ME,0,
2024-10-08,Trinity CT,0,Wesleyan CT,1,
2024-10-08,York NY,0,Brooklyn Col,9,
2024-10-08,Thomas Aquinas,2,ME Ft Kent,1,
2024-10-08,W Connecticut,0,NJ City,0,
2024-10-08,Manhattanville,9,SUNY Maritime,1,
2024-10-08,Castleton,2,Westfield St,2,
2024-10-08,St Joseph's NY,0,Merchant Marine,7,
2024-10-08,SUNY Poly,3,SUNY-ESF,1,
2024-10-08,PSU-Berks,8,St Elizabeth,0,
2024-10-08,Sarah Lawrence,9,Purchase,0,
2024-10-08,SUNY Delhi,3,SUNY Cobleskill,0,
2024-10-09,Piedmont,2,Belhaven MS,1,
2024-10-09,Cal Lutheran,1,Whittier,0,
2024-10-09,Heidelberg,0,Capital,0,
2024-10-09,Carthage,2,Carroll WI,5,
2024-10-09,Chapman,2,Occidental,0,
2024-10-09,Chris Newport,5,S Virginia,0,
2024-10-09,Coe,0,Dubuque,5,
2024-10-09,Colby-Sawyer,5,Rivier,1,
2024-10-09,Wash & Jeff,0,Allegheny,5,
2024-10-09,Curry,1,Bridgewater MA,3,
2024-10-09,Delaware Val,1,Albright,1,
2024-10-09,Messiah,8,DeSales,1,
2024-10-09,Dickinson,2,Gettysburg,0,
2024-10-09,IL Tech,4,Dominican IL,2,
2024-10-09,Earlham,1,Anderson IN,3,
2024-10-09,Elmhurst,1,North Park,0,
2024-10-09,Elmira,1,Hartwick,0,
2024-10-09,Ferrum,0,Guilford,2,
2024-10-09,Transylvania,3,Franklin,1,
2024-10-09,Eureka,0,Greenville,6,
2024-10-09,Gwynedd-Mercy,3,Pratt Inst,2,
2024-10-09,WI River Falls,0,Hamline,0,
2024-10-09,Rose-Hulman,1,Hanover,0,
2024-10-09,Hollins,3,Sweet Briar,1,
2024-10-09,Keuka,1,Houghton,2,
2024-10-09,IL Wesleyan,3,Wheaton IL,0,
2024-10-09,Washington MD,0,Johns Hopkins,3,
2024-10-09,J&W RI,2,St Joseph CT,0,
2024-10-09,Juniata,0,Elizabethtown,2,
2024-10-09,Keene St,4,Framingham St,0,
2024-10-09,Claremont M.S.,1,La Verne,0,
2024-10-09,WI Lutheran,3,Lakeland,0,
2024-10-09,Lasell,2,Norwich,0,
2024-10-09,Hood,2,Lebanon Val,0,
2024-10-09,Scranton,4,Lycoming,2,
2024-10-09,Manchester,0,Bluffton,1,
2024-10-09,Aurora,2,Edgewood,2,
2024-10-09,Averett,0,Washington & Lee,6,
2024-10-09,Baldwin-Wallace,2,Ohio Northern,3,
2024-10-09,Goucher,0,Moravian,0,
2024-10-09,John Carroll,3,Mt Union,0,
2024-10-09,Muskingum,0,Wilmington OH,4,
2024-10-09,Northwestern MN,0,Gust Adolphus,2,
2024-10-09,Marietta,1,Otterbein,0,
2024-10-09,Pacific OR,0,Willamette,1,
2024-10-09,Benedictine IL,1,Rockford,1,
2024-10-09,SUNY Oneonta,1,Plattsburgh St,0,
2024-10-09,Randolph Col,1,Roanoke,2,
2024-10-09,Caltech,2,Redlands,4,
2024-10-09,Utica,0,Russell Sage,1,
2024-10-09,St Mary's MN,2,WI Stout,1,
2024-10-09,Clark MA,0,Smith,1,
2024-10-09,SUNY Canton,1,SUNY Potsdam,4,
2024-10-09,Catholic,1,Susquehanna,0,
2024-10-09,Thiel,0,Waynesburg,8,
2024-10-09,E Connecticut,0,Union NY,1,
2024-10-09,U New England,4,MA Boston,1,
2024-10-09,Wartburg,1,NE Wesleyan,0,
2024-10-09,Drew,1,Wilkes,1,
2024-10-09,WI Stevens Pt,0,WI Eau Claire,0,
2024-10-09,WI Platteville,2,WI LaCrosse,2,
2024-10-09,WI Oshkosh,3,WI Whitewater,4,
2024-10-09,Nazareth,0,Brockport St,5,
2024-10-09,Wittenberg,3,Wooster,1,
2024-10-09,Buena Vista,0,Central IA,4,
2024-10-09,Buffalo St,0,SUNY Fredonia,1,
2024-10-09,Coast Guard,1,Springfield,3,
2024-10-09,Hilbert,3,Alfred St,2,
2024-10-09,Cortland St,3,Oswego St,0,
2024-10-09,Anna Maria,2,Dean,2,
2024-10-09,Emmanuel MA,6,Mitchell,0,
2024-10-09,FDU Madison,0,Rutgers-Camden,2,
2024-10-09,Montclair St,4,Arcadia,0,
2024-10-09,RI College,1,Gordon,1,
2024-10-09,St Joseph's LI,2,Kean,1,
2024-10-09,Marywood,2,King's PA,0,
2024-10-09,N Central IL,3,Augustana IL,0,
2024-10-09,Marian WI,2,Concordia IL,2,
2024-10-09,McDaniel,0,Mary Washington,1,
2024-10-09,Immaculata,1,Marymount VA,3,
2024-10-09,MA Dartmouth,0,Hartford,8,
2024-10-09,Wheaton MA,0,MIT,2,
2024-10-09,Middlebury,6,Plymouth St,1,
2024-10-09,La Roche,2,Mt Aloysius,2,
2024-10-09,Mt Holyoke,0,Wellesley,0,
2024-10-09,N England Col,2,Simmons,5,
2024-10-09,Berea,0,Mt St Joseph,7,
2024-10-09,Bridgewater VA,0,Randolph-Macon,2,
2024-10-09,Regis MA,2,Wentworth Tech,1,
2024-10-09,St Joseph's ME,0,S Maine,9,
2024-10-09,Worcester St,0,Roger Williams,0,
2024-10-09,Fitchburg St,0,Nichols,2,
2024-10-09,MA Col Lib Arts,3,John Jay,5,
2024-10-09,Luther IA,0,Simpson IA,6,
2024-10-09,Macalester,2,WI Superior,1,
2024-10-09,Morrisville St,0,SUNY New Paltz,7,
2024-10-09,PSU-Behrend,10,Pitt-Bradford,0,
2024-10-09,Emerson,2,Salve Regina,0,
2024-10-09,Milwaukee Eng,3,Concordia WI,0,
2024-10-09,Neumann,3,Centenary NJ,2,
2024-10-09,PSU-Altoona,0,Pitt-Greensburg,4,
2024-10-09,Washington Advt,16,Trinity DC,0,
2024-10-09,Bates,1,Bowdoin,2,
2024-10-09,Bethany WV,2,Franciscan OH,1,
2024-10-10,UT Dallas,2,E Texas Bap,0,
2024-10-10,LaGrange,1,Asbury,3,
2024-10-10,Agnes Scott,0,Maryville TN,8,
2024-10-10,Valley Forge,0,Notre Dame MD,0,
2024-10-10,Westminster MO,2,Spalding,2,
2024-10-10,M Hardin-Baylor,2,Le Tourneau,0,
2024-10-10,Wesleyan GA,0,Belhaven MS,8,
2024-10-10,ME Presque Isle,0,ME Augusta,1,
2024-10-11,Austin Col,3,Centenary,0,
2024-10-11,Kenyon,0,Denison,1,
2024-10-11,Eastern Univ,0,York PA,2,
2024-10-11,Berry,0,Hendrix,0,
2024-10-11,McMurry,2,St Thomas TX,0,
2024-10-11,Sewanee,6,Millsaps,0,
2024-10-11,Great Lakes Chr,7,Mt Mary,0,
2024-10-11,Muhlenberg,1,Frank & Marsh,3,
2024-10-11,Oglethorpe,0,Rhodes,4,
2024-10-11,Swarthmore,4,Ursinus,0,
2024-10-11,Grove City,2,Westminster PA,2,
2024-10-11,Alvernia,3,Albright,1,
2024-10-11,Linfield,0,George Fox,0,
2024-10-11,Dallas Univ,2,Univ Ozarks,2,
2024-10-11,Brandeis,0,Washington StL,1,
2024-10-11,SUNY Maritime,1,Purchase,1,
2024-10-11,Trinity TX,2,TX Lutheran,0,
2024-10-11,Schreiner,0,SW Univ TX,1,
2024-10-12,Husson,1,Lesley,2,
2024-10-12,SUNY Delhi,3,Thomas ME,2,
2024-10-12,Redlands,0,Cal Lutheran,1,
2024-10-12,Calvin,8,Olivet MI,0,
2024-10-12,Capital,0,John Carroll,2,
2024-10-12,Rochester NY,0,Carnegie Mellon,2,
2024-10-12,Knox,1,Carthage,1,
2024-10-12,Cairn,2,Cedar Crest,1,
2024-10-12,Whittier,3,Chapman,2,
2024-10-12,NYU,2,Chicago,0,
2024-10-12,J&W NC,0,Christendom,0,
2024-10-12,Mary Washington,0,Chris Newport,2,
2024-10-12,Clarkson,0,Ithaca,1,
2024-10-12,NE Wesleyan,2,Coe,2,
2024-10-12,Middlebury,0,Colby,0,
2024-10-12,Simmons,1,Colby-Sawyer,1,
2024-10-12,Alfred,0,Utica,0,
2024-10-12,Ramapo,0,College of NJ,4,
2024-10-12,Augsburg,2,Concordia Mhd,1,
2024-10-12,Northwestern MN,1,Crown MN,1,
2024-10-12,Curry,0,Hartford,3,
2024-10-12,King's PA,2,Delaware Val,0,
2024-10-12,DeSales,0,Stevens,4,
2024-10-12,Earlham,0,Mt St Joseph,0,
2024-10-12,E Mennonite,0,Guilford,2,
2024-10-12,M Hardin-Baylor,2,E Texas Bap,0,
2024-10-12,Elmhurst,0,N Central IL,7,
2024-10-12,Geneseo St,2,Elmira,0,
2024-10-12,Randolph-Macon,2,Ferrum,0,
2024-10-12,Framingham St,0,Westfield St,5,
2024-10-12,Franklin,2,Bluffton,1,
2024-10-12,Greenville,1,Westminster MO,0,
2024-10-12,Illinois Col,0,Grinnell,1,
2024-10-12,Salisbury,3,Regent,0,
2024-10-12,Bryn Mawr,4,Gwynedd-Mercy,1,
2024-10-12,St Olaf,3,Hamline,0,
2024-10-12,Manchester,0,Hanover,5,
2024-10-12,Marietta,1,Heidelberg,2,
2024-10-12,Hobart & Smith,0,Vassar,0,
2024-10-12,Hollins,2,Averett,8,
2024-10-12,Hood,0,Messiah,3,
2024-10-12,Hope,2,Trine,1,
2024-10-12,Houghton,1,Hartwick,1,
2024-10-12,Huntingdon,2,Asbury,2,
2024-10-12,North Park,2,IL Wesleyan,0,
2024-10-12,Johns Hopkins,2,Gettysburg,0,
2024-10-12,J&W RI,1,Lasell,0,
2024-10-12,Wilkes,2,Juniata,1,
2024-10-12,Kalamazoo,3,Alma,0,
2024-10-12,Keene St,1,MA Boston,4,
2024-10-12,Lawrence,2,Lake Forest,2,
2024-10-12,IL Tech,5,Lakeland,0,
2024-10-12,Lebanon Val,1,Arcadia,2,
2024-10-12,Lewis & Clark,2,Pacific OR,1,
2024-10-12,Dubuque,0,Loras,2,
2024-10-12,Moravian,0,Lycoming,0,
2024-10-12,Lyon,6,Blackburn,0,
2024-10-12,ME Maritime,1,ME Farmington,0,
2024-10-12,LaGrange,0,Maryville TN,5,
2024-10-12,Methodist,0,S Virginia,1,
2024-10-12,WI Superior,8,MN Morris,0,
2024-10-12,Misericordia,9,FDU Madison,0,
2024-10-12,Otterbein,1,Baldwin-Wallace,1,
2024-10-12,Muskingum,0,Ohio Northern,6,
2024-10-12,Notre Dame MD,0,Penn Col Tech,5,
2024-10-12,St Elizabeth,0,PSU-Harrisburg,9,
2024-10-12,Benedictine IL,0,WI Lutheran,0,
2024-10-12,Plattsburgh St,1,Buffalo St,2,
2024-10-12,Randolph Col,0,Lynchburg,4,
2024-10-12,Skidmore,1,Rensselaer,0,
2024-10-12,Ripon,0,Beloit,1,
2024-10-12,Roanoke,0,Washington & Lee,3,
2024-10-12,Berea,1,Rose-Hulman,3,
2024-10-12,Wm Paterson,0,Rowan,2,
2024-10-12,Nazareth,1,Russell Sage,0,
2024-10-12,St Scholastica,1,Macalester,3,
2024-10-12,St Vincent,3,Waynesburg,2,
2024-10-12,Smith,1,Salve Regina,0,
2024-10-12,Webster,3,Spalding,0,
2024-10-12,SUNY New Paltz,11,SUNY Canton,0,
2024-10-12,Farmingdale,0,Merchant Marine,0,
2024-10-12,SUNY Oneonta,4,Morrisville St,0,
2024-10-12,Cortland St,1,SUNY Potsdam,0,
2024-10-12,Elizabethtown,1,Susquehanna,0,
2024-10-12,UT Dallas,5,Le Tourneau,0,
2024-10-12,Franciscan OH,9,Thiel,0,
2024-10-12,Bates,1,Tufts,3,
2024-10-12,Bard,0,Union NY,6,
2024-10-12,U New England,1,Roger Williams,0,
2024-10-12,Wartburg,2,Luther IA,0,
2024-10-12,Wash & Jeff,1,Chatham,1,
2024-10-12,W New England,1,Wentworth Tech,0,
2024-10-12,Wesleyan CT,1,Williams,0,
2024-10-12,Salem MA,0,Bridgewater MA,2,
2024-10-12,Puget Sound,1,Whitworth,1,
2024-10-12,WI Whitewater,0,WI LaCrosse,5,
2024-10-12,WI Stout,2,WI Oshkosh,3,
2024-10-12,WI River Falls,2,WI Stevens Pt,1,
2024-10-12,Brockport St,0,St John Fisher,2,
2024-10-12,Bryn Athyn,11,Valley Forge,0,
2024-10-12,Simpson IA,9,Buena Vista,0,
2024-10-12,Rivier,0,Albertus Magnus,0,
2024-10-12,City Col NY,2,John Jay,3,
2024-10-12,Wellesley,0,Coast Guard,1,
2024-10-12,Bob Jones,4,Emmanuel GA,3,
2024-10-12,DePauw,4,Hiram,0,
2024-10-12,Drew,1,Catholic,0,
2024-10-12,Edgewood,1,Concordia WI,3,
2024-10-12,Endicott,1,Gordon,1,
2024-10-12,CT College,1,Hamilton,0,
2024-10-12,Hardin-Simmons,5,Howard Payne,0,
2024-10-12,Hilbert,1,PSU-Altoona,2,
2024-10-12,NJ City,1,Kean,1,
2024-10-12,Keuka,3,SUNY Poly,3,
2024-10-12,Lancaster Bib,7,Rosemont,0,
2024-10-12,Lehman,1,Brooklyn Col,0,
2024-10-12,Wheaton IL,2,Augustana IL,0,
2024-10-12,Faith Bap,3,Maranatha Bap,1,
2024-10-12,Pratt Inst,0,Marymount VA,4,
2024-10-12,Neumann,0,Marywood,2,
2024-10-12,W Connecticut,7,MA Dartmouth,0,
2024-10-12,Springfield,0,MIT,2,
2024-10-12,Babson,5,Mt Holyoke,0,
2024-10-12,Montclair St,3,Rutgers-Newark,0,
2024-10-12,Mt Aloysius,0,PSU-Behrend,4,
2024-10-12,Sarah Lawrence,1,Mt St Vincent,0,
2024-10-12,Manhattanville,2,Mt St Mary NY,2,
2024-10-12,Mitchell,2,N England Col,3,
2024-10-12,Bethany Luth,10,N Central MN,0,
2024-10-12,Old Westbury,1,St Joseph's LI,3,
2024-10-12,SUNY Fredonia,0,Oswego St,2,
2024-10-12,Pac Lutheran,1,Whitman,0,
2024-10-12,Pfeiffer,0,Meredith,3,
2024-10-12,Eureka,0,Principia,4,
2024-10-12,Regis MA,8,Anna Maria,1,
2024-10-12,RI College,0,S Maine,1,
2024-10-12,Rutgers-Camden,0,R Stockton,2,
2024-10-12,Rockford,0,St Norbert,1,
2024-10-12,St Benedict,1,Gust Adolphus,0,
2024-10-12,Bethel MN,0,St Mary's MN,4,
2024-10-12,St Lawrence,1,Rochester Tech,2,
2024-10-12,PSU-Brandywine,0,St Mary's MD,8,
2024-10-12,Salem NC,1,NC Wesleyan,3,
2024-10-12,PSU-Berks,2,PSU-Abington,2,
2024-10-12,Scranton,3,Goucher,0,
2024-10-12,Bridgewater VA,1,Shenandoah,1,
2024-10-12,Elms,0,St Joseph's ME,1,
2024-10-12,UC Santa Cruz,6,Simpson CA,1,
2024-10-12,Widener,1,Stevenson,2,
2024-10-12,VA Wesleyan,9,Sweet Briar,1,
2024-10-12,Wesleyan GA,0,Covenant,9,
2024-10-12,Worcester St,4,MA Col Lib Arts,1,
2024-10-12,Clark MA,1,Worcester Tech,2,
2024-10-12,Medgar Evers,0,York NY,10,
2024-10-12,Fitchburg St,1,MA Maritime,2,
2024-10-12,Greensboro,1,Peace,0,
2024-10-12,Centenary NJ,1,Immaculata,2,
2024-10-12,Claremont M.S.,3,Caltech,1,
2024-10-12,La Verne,1,Pomona-Pitzer,4,
2024-10-12,Wilmington OH,3,Mt Union,1,
2024-10-12,Nichols,2,Suffolk,3,
2024-10-12,St Joseph CT,2,Norwich,0,
2024-10-12,Castleton,1,Plymouth St,0,
2024-10-12,St Catherine,1,Carleton MN,1,
2024-10-12,WI Eau Claire,2,WI Platteville,2,
2024-10-12,Anderson IN,0,Transylvania,3,
2024-10-12,Pitt-Bradford,2,La Roche,0,
2024-10-12,Dominican IL,5,Marian WI,0,
2024-10-12,Agnes Scott,0,Belhaven MS,5,
2024-10-12,Geneva,0,Bethany WV,2,
2024-10-12,Alfred St,6,Carlow,2,
2024-10-12,Wheaton MA,2,Emerson,0,
2024-10-12,SUNY-ESF,2,SUNY Cobleskill,0,
2024-10-13,Husson,1,Lesley,0,
2024-10-13,Emory,2,Case Western,0,
2024-10-13,Dallas Univ,3,Centenary,0,
2024-10-13,Concordia IL,0,Milwaukee Eng,5,
2024-10-13,Oglethorpe,0,Hendrix,0,
2024-10-13,George Fox,4,Lewis & Clark,1,
2024-10-13,Univ Ozarks,2,Austin Col,3,
2024-10-13,Mary Baldwin,1,Brevard,3,
2024-10-13,Centre,5,Millsaps,0,
2024-10-13,Oberlin,0,Ohio Wesleyan,1,
2024-10-13,Berry,0,Rhodes,1,
2024-10-13,Concordia TX,5,St Thomas TX,1,
2024-10-13,Union NY,2,Hamilton,1,
2024-10-13,Haverford,0,Washington MD,2,
2024-10-13,Pac Lutheran,2,Whitworth,1,
2024-10-13,Willamette,1,Linfield,0,
2024-10-13,Williams,0,MIT,1,
2024-10-13,Middlebury,0,Babson,0,
2024-10-13,Puget Sound,1,Whitman,1,
2024-10-13,Trinity CT,1,Bowdoin,1,
2024-10-13,SUNY Delhi,4,NVU-Johnson,1,
2024-10-13,Trinity TX,5,SW Univ TX,0,
2024-10-13,Schreiner,0,TX Lutheran,4,
2024-10-13,Hamline,3,Martin Luther,0,
2024-10-14,J&W RI,5,Anna Maria,0,
2024-10-14,Averett,2,Randolph Col,1,
2024-10-14,Toccoa Falls,0,Bob Jones,2,
2024-10-14,Gwynedd-Mercy,0,Albright,2,
2024-10-14,Maryville TN,0,Emory,4,
2024-10-14,Bard,3,City Col NY,0,
2024-10-14,Lehman,3,St Joseph's NY,0,
2024-10-15,Salem MA,4,Thomas ME,1,
2024-10-15,Roanoke,0,Chris Newport,6,
2024-10-15,Coe,1,Buena Vista,2,
2024-10-15,Gordon,4,Curry,0,
2024-10-15,Amherst,1,Tufts,2,
2024-10-15,LaGrange,5,Huntingdon,2,
2024-10-15,Loras,6,Wartburg,1,
2024-10-15,ME Maritime,1,Bowdoin,1,
2024-10-15,Belhaven MS,2,Millsaps,0,
2024-10-15,Ohio Wesleyan,4,Hiram,0,
2024-10-15,St Vincent,2,Wash & Jeff,0,
2024-10-15,Wentworth Tech,0,U New England,2,
2024-10-15,Allegheny,1,Westminster PA,2,
2024-10-15,Centre,0,Campbellsville,1,
2024-10-15,Alfred St,0,PSU-Behrend,6,
2024-10-15,Mt Aloysius,0,Pitt-Greensburg,2,
2024-10-15,Agnes Scott,2,Wesleyan GA,1,
2024-10-15,Suffolk,0,W New England,0,
2024-10-15,Nichols,0,Hartford,8,
2024-10-15,Lawrence,0,WI LaCrosse,5,
2024-10-15,Central IA,0,Luther IA,0,
2024-10-15,MA Maritime,1,Fisher,1,
2024-10-15,SUNY Maritime,13,Medgar Evers,0,
2024-10-15,NE Wesleyan,0,Simpson IA,3,
2024-10-15,St Joseph CT,2,Elms,3,
2024-10-15,Roger Williams,1,Endicott,2,
2024-10-15,La Roche,5,Carlow,0,
2024-10-15,SW Univ TX,1,TX Lutheran,0,
2024-10-15,Ripon,3,Maranatha Bap,0,
2024-10-16,Simmons,2,Emmanuel MA,11,
2024-10-16,Cal Lutheran,1,Pomona-Pitzer,2,
2024-10-16,Hope,0,Calvin,2,
2024-10-16,Capital,0,Marietta,0,
2024-10-16,Wheaton IL,2,Carthage,1,
2024-10-16,Cedar Crest,4,Valley Forge,0,
2024-10-16,Caltech,1,Chapman,0,
2024-10-16,Albion,4,Kalamazoo,0,
2024-10-16,Norwich,3,Colby-Sawyer,3,
2024-10-16,Brockport St,1,Alfred,0,
2024-10-16,College of NJ,4,Rutgers-Camden,0,
2024-10-16,Gust Adolphus,3,St Catherine,3,
2024-10-16,Concordia Mhd,2,St Benedict,1,
2024-10-16,Crown MN,1,MN Morris,0,
2024-10-16,Denison,0,DePauw,0,
2024-10-16,Frank & Marsh,0,Dickinson,1,
2024-10-16,Dominican IL,4,Edgewood,0,
2024-10-16,Earlham,0,Transylvania,0,
2024-10-16,Randolph-Macon,3,E Mennonite,0,
2024-10-16,Keuka,1,Elmira,3,
2024-10-16,Sweet Briar,1,Ferrum,7,
2024-10-16,Lesley,4,Framingham St,0,
2024-10-16,Franciscan OH,3,Grove City,4,
2024-10-16,Franklin,0,Rose-Hulman,5,
2024-10-16,Thiel,0,Geneva,5,
2024-10-16,Greensboro,2,S Virginia,0,
2024-10-16,Spalding,1,Greenville,2,
2024-10-16,Guilford,2,Randolph Col,0,
2024-10-16,Marymount VA,3,Gwynedd-Mercy,1,
2024-10-16,Hamline,0,St Scholastica,0,
2024-10-16,Mt St Joseph,2,Hanover,1,
2024-10-16,Ohio Northern,2,Heidelberg,0,
2024-10-16,Salisbury,0,Hood,0,
2024-10-16,Houghton,0,St John Fisher,4,
2024-10-16,Monmouth IL,1,Illinois Col,2,
2024-10-16,Johns Hopkins,1,Swarthmore,0,
2024-10-16,Dean,1,J&W RI,8,
2024-10-16,Lycoming,1,Juniata,0,
2024-10-16,Keene St,1,Plymouth St,2,
2024-10-16,Kenyon,1,Wittenberg,1,
2024-10-16,La Verne,2,Redlands,1,
2024-10-16,Lake Forest,1,North Park,0,
2024-10-16,Lewis & Clark,0,Willamette,1,
2024-10-16,Anderson IN,3,Manchester,0,
2024-10-16,IL Tech,3,Aurora,0,
2024-10-16,Martin Luther,1,Bethany Luth,1,
2024-10-16,Lynchburg,5,Averett,0,
2024-10-16,Messiah,2,Gettysburg,0,
2024-10-16,Pfeiffer,1,Methodist,3,
2024-10-16,Millikin,0,N Central IL,6,
2024-10-16,York PA,1,Misericordia,1,
2024-10-16,John Carroll,3,Baldwin-Wallace,0,
2024-10-16,Moravian,1,Drew,2,
2024-10-16,Mt Mary,1,Eureka,1,
2024-10-16,Mt Union,0,Muskingum,0,
2024-10-16,Bryn Mawr,1,Muhlenberg,3,
2024-10-16,WI Superior,6,Northwestern MN,0,
2024-10-16,St Mary's MD,7,Notre Dame MD,0,
2024-10-16,Wooster,0,Oberlin,1,
2024-10-16,PSU-Berks,1,PSU-Harrisburg,3,
2024-10-16,Benedictine IL,0,Concordia IL,0,
2024-10-16,SUNY New Paltz,4,Plattsburgh St,0,
2024-10-16,Rosemont,0,Cairn,1,
2024-10-16,Rowan,2,R Stockton,0,
2024-10-16,Russell Sage,3,SUNY Poly,0,
2024-10-16,St Mary's MN,2,St Olaf,0,
2024-10-16,Smith,3,Wellesley,0,
2024-10-16,Morrisville St,2,SUNY Canton,1,
2024-10-16,Bluffton,1,Berea,1,
2024-10-16,Farmingdale,1,FDU Madison,2,
2024-10-16,SUNY Oneonta,0,Buffalo St,1,
2024-10-16,Oswego St,1,SUNY Potsdam,0,
2024-10-16,Susquehanna,4,Goucher,0,
2024-10-16,Trine,2,Adrian,2,
2024-10-16,Ursinus,0,Haverford,1,
2024-10-16,Hartwick,1,Utica,1,
2024-10-16,Washington MD,1,McDaniel,1,
2024-10-16,Chatham,0,Waynesburg,3,
2024-10-16,Blackburn,0,Webster,12,
2024-10-16,Wilkes,0,Scranton,3,
2024-10-16,Montclair St,4,Wm Paterson,0,
2024-10-16,WI Lutheran,1,St Norbert,1,
2024-10-16,WI Eau Claire,2,WI River Falls,0,
2024-10-16,St Elizabeth,1,Bryn Athyn,8,
2024-10-16,Albertus Magnus,1,Lasell,1,
2024-10-16,Brooklyn Col,1,City Col NY,1,
2024-10-16,MIT,1,Coast Guard,0,
2024-10-16,SUNY Fredonia,0,Cortland St,1,
2024-10-16,Eastern Univ,1,Arcadia,2,
2024-10-16,Elizabethtown,0,Catholic,0,
2024-10-16,Geneseo St,2,Nazareth,0,
2024-10-16,John Jay,10,Medgar Evers,0,
2024-10-16,Kean,2,Rutgers-Newark,0,
2024-10-16,Keystone,0,Lancaster Bib,10,
2024-10-16,York NY,1,Lehman,8,
2024-10-16,Augustana IL,1,IL Wesleyan,1,
2024-10-16,Concordia WI,3,Marian WI,0,
2024-10-16,MA Dartmouth,1,RI College,0,
2024-10-16,Emerson,0,Babson,0,
2024-10-16,Springfield,4,Mt Holyoke,0,
2024-10-16,NYU,4,Mt St Mary NY,0,
2024-10-16,Pratt Inst,1,Neumann,5,
2024-10-16,St Joseph's ME,2,N England Col,1,
2024-10-16,Occidental,1,Claremont M.S.,3,
2024-10-16,Penn Col Tech,6,Wilson,0,
2024-10-16,NJ City,1,Ramapo,0,
2024-10-16,Regis MA,0,Rivier,1,
2024-10-16,Rockford,0,Milwaukee Eng,4,
2024-10-16,Bethel MN,1,Augsburg,1,
2024-10-16,Brevard,3,Salem NC,0,
2024-10-16,PSU-Abington,10,PSU-Brandywine,0,
2024-10-16,Shenandoah,1,VA Wesleyan,3,
2024-10-16,S Maine,5,MA Boston,1,
2024-10-16,Washington & Lee,2,Bridgewater VA,0,
2024-10-16,Worcester Tech,1,Wheaton MA,2,
2024-10-16,Manhattanville,0,Lebanon Val,2,
2024-10-16,Macalester,0,Carleton MN,1,
2024-10-16,Centenary NJ,0,Marywood,8,
2024-10-16,Olivet MI,0,St Mary's IN,2,
2024-10-16,Wilmington OH,2,Otterbein,2,
2024-10-16,Salve Regina,1,Clark MA,1,
2024-10-16,W Connecticut,1,E Connecticut,0,
2024-10-16,Mitchell,0,Anna Maria,0,
2024-10-16,Meredith,2,J&W NC,0,
2024-10-16,NVU-Johnson,2,MA Col Lib Arts,1,
2024-10-17,ME Maritime,5,Fisher,1,
2024-10-17,Ramapo,4,SUNY Cobleskill,0,
2024-10-17,Hardin-Simmons,4,E Texas Bap,0,
2024-10-17,Roanoke,8,Hollins,0,
2024-10-17,Asbury,3,Piedmont,2,
2024-10-17,Westminster MO,1,Lyon,0,
2024-10-17,Principia,4,MS Women,0,
2024-10-17,Howard Payne,2,Le Tourneau,0,
2024-10-18,Centenary,0,Concordia TX,2,
2024-10-18,Bard,1,Clarkson,3,
